,MisconceptionId,MisconceptionName,response
1376,1376,Thinks that a larger shaded area represents a larger fraction,"<Construct Name>Comparing fractions using visual models </Construct Name>

<Subject Name>Fractions and Visual Models</Subject Name>

<Question>If each figure below represents 1 whole, which figure shows the largest fraction shaded? </Question>

<Correct Answer>![A circle divided into 4 equal parts with 3 parts shaded.]() </Correct Answer>

<Incorrect Answer>![A circle divided into 6 equal parts with 4 parts shaded.]() </Incorrect Answer>
"
1377,1377,Square roots when asked for second multiple,"<Construct Name>Identify multiples of a number </Construct Name>
<Subject Name>Multiples and Factors </Subject Name>
<Question>What is the second multiple of \( 7 \)? </Question> 
<Correct Answer>\( 14 \) </Correct Answer>
<Incorrect Answer>\( \sqrt{7} \approx 2.65 \) </Incorrect Answer>
"
1378,1378,"When solving a problem using written division (bus-stop method), carries the wrong digit","<Construct Name>Division using the Bus-stop Method</Construct Name>
<Subject Name>Long Division</Subject Name>
<Question>Divide \( 746 \) by \( 5 \) using the bus-stop method. What is the quotient?</Question>
<Correct Answer>\( 149 \) with a remainder of \( 1 \) or \( 149.2 \) as a decimal</Correct Answer>
<Incorrect Answer>\( 139 \) with a remainder of \( 11 \) or \( 139.2 \) as a decimal due to carrying 10 from the hundreds, instead of the digit 2</Incorrect Answer>
"
1379,1379,Rounds down instead of up,"<Construct Name>Round non-integers to the nearest hundred </Construct Name>

<Subject Name>Rounding to the Nearest Whole (10, 100, etc) </Subject Name>

<Question>What is \( \mathbf{1 4 7 3 . 5 2} \) rounded to the nearest hundred? </Question>

<Correct Answer>\( 1500 \) </Correct Answer>

<Incorrect Answer>\( 1400 \) </Incorrect Answer>
"
1380,1380,"When collecting like terms, assigns positivity or negativity incorrectly.","<Construct Name>Evaluate algebraic expressions by collecting and combining like terms with multiple coefficients </Construct Name>

<Subject Name>Simplifying Expressions by Collecting Like Terms </Subject Name>

<Question>Simplify the following expression by collecting and combining like terms: \(4a + 5b - 3a - 7b + 2a\) </Question>

<Correct Answer>\(3a - 2b\) </Correct Answer>

<Incorrect Answer>\(3a + 12b\) </Incorrect Answer>
"
1381,1381,Believes the gradient is where the line intersects the y axis,"<Construct Name>Understand and utilize the slope-intercept form of a linear equation</Construct Name>
<Subject Name>Linear Equations and Graphing</Subject Name>
<Question>Identify the gradient of the line with the equation \( y = 3x + 5 \).</Question>
<Correct Answer>\( 3 \)</Correct Answer>
<Incorrect Answer>\( 5 \)</Incorrect Answer>
"
1382,1382,"When given two similar objects and asked to find the length scale factor, believes the length scale factor is the area scale factor","<Construct Name>Calculate the length scale factor between two similar shapes </Construct Name>
<Subject Name>Geometry and Similarity </Subject Name>
<Question>Two similar rectangles have areas of \( 100 \text{ cm}^{2} \) and \( 400 \text{ cm}^{2} \). What is the length scale factor between the smaller rectangle and the larger rectangle? </Question> 
<Correct Answer>\( 2 \) </Correct Answer>
<Incorrect Answer>\( 4 \) </Incorrect Answer>
"
1383,1383,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit","<Construct Name>Adding two-digit numbers where carrying is needed </Construct Name>  
<Subject Name>Addition of Whole Numbers </Subject Name>  
<Question>\( 47 + 36 = \) </Question>  
<Correct Answer>\( 83 \) </Correct Answer>  
<Incorrect Answer>\( 73 \) </Incorrect Answer>  


<Construct Name>Add fractions with unlike denominators that result in a whole number </Construct Name>  
<Subject Name>Addition of Fractions </Subject Name>  
<Question>\( \frac{5}{6} + \frac{7}{6} = \) </Question>  
<Correct Answer>\( 2 \) </Correct Answer>  
<Incorrect Answer>\( 1 \) </Incorrect Answer>  


<Construct Name>Add time expressed in hours and minutes where carrying is needed </Construct Name>  
<Subject Name>Time Addition </Subject Name>  
<Question>\( 3 \text{ hours } 45 \text{ minutes} + 2 \text{ hours } 30 \text{ minutes} = \) </Question>  
<Correct Answer>\( 6 \text{ hours } 15 \text{ minutes} \) </Correct Answer>  
<Incorrect Answer>\( 5 \text{ hours } 75 \text{ minutes} \) </Incorrect Answer>  


<Construct Name>Column addition with three-digit numbers </Construct Name>  
<Subject Name>Arithmetic Operations </Subject Name>  
<Question>\( 258 + 164 = \) </Question>  
<Correct Answer>\( 422 \) </Correct Answer>  
<Incorrect Answer>\( 412 \) </Incorrect Answer>  


<Construct Name>Adding money amounts where carrying is needed </Construct Name>  
<Subject Name>Money and Currency Calculations </Subject Name>  
<Question>\( $6.75 + $3.29 = \) </Question>  
<Correct Answer>\( $10.04 \) </Correct Answer>  
<Incorrect Answer>\( $9.94 \) </Incorrect Answer>  

"
1384,1384,"When reading decimals on a number line, assumes each dash is 0.5","<Construct Name>Read a decimal on a number line with unequal intervals between labeled numbers</Construct Name>

<Subject Name>Identifying Decimal Values</Subject Name>

<Question>![A vertical number-line with five equally spaced horizontal dashes. ""3"" is marked next to the bottom dash and ""8"" is next to the top dash. A green arrow is pointing to the 4th dash from the bottom.]() What number is the arrow pointing to?</Question>

<Correct Answer>\( 6 \)</Correct Answer>

<Incorrect Answer>\( 4.5 \)</Incorrect Answer>
"
1385,1385,Struggles to draw 3D shapes on isometric paper,"<Construct Name>Drawing three-dimensional shapes using isometric grids</Construct Name>  
<Subject Name>3D Visualization on Isometric Paper</Subject Name>  
<Question>Ben is trying to draw a cube with a side length of 4 units on isometric paper. He needs to make sure that all faces of the cube are represented correctly. Which positions on the grid should Ben use to accurately represent the cube?</Question>  
<Correct Answer>Ben should start by choosing a vertex and draw three lines emanating from it to set the cube's edges in the three spatial directions (typically aligned with the grid lines running at 30-degree angles from the horizontal). Each of these lines should measure 4 units. He should then connect corresponding points to finish forming the cube's faces.</Correct Answer>  
<Incorrect Answer>Ben draws a single face of the square using a simple square shape on the isometric paper grid, ignoring the need for the other lines to represent 3D depth, resulting in a flat 2D square instead of a cube.</Incorrect Answer>  
"
1386,1386,Confuses the method for finding the gradient and length of a line segment,"<Construct Name>Finding the length of a line segment in a 2D plane </Construct Name>

<Subject Name>Coordinate Geometry </Subject Name>

<Question>Find the length of the line segment connecting the points \( (3,4) \) and \( (-1,1) \). Which formula should be used to calculate the length?</Question>

<Correct Answer>The correct length of the line segment can be calculated using the distance formula: \( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \). So, substituting the points: \( \sqrt{\left(-1-3\right)^{2}+\left(1-4\right)^{2}} = \sqrt{(-4)^{2}+(-3)^{2}} = \sqrt{16+9} = \sqrt{25} = 5 \). </Correct Answer>

<Incorrect Answer>The incorrect method involves using the gradient formula: \( \frac{y_{2}-y_{1}}{x_{2}-x_{1}} = \frac{1-4}{-1-3} = \frac{-3}{-4} = \frac{3}{4} \). This calculation, however, incorrectly finds the slope of the line, not the length of the segment. </Incorrect Answer>
"
1387,1387,Does not understand the effect of consecutive subtractions,"<Construct Name>Understanding the Order of Operations in Subtractions</Construct Name>

<Subject Name>Basic Arithmetic Operations</Subject Name>

<Question>Alice has \( 150 \) apples and she gives away \( 30 \) on Monday, \( 20 \) on Tuesday, and \( 10 \) on Wednesday. How many apples does she have left?</Question>

<Correct Answer>\( 150 - (30 + 20 + 10) = 150 - 60 = 90 \) apples</Correct Answer>

<Incorrect Answer>\( (150 - 30) - 20 - 10 = 120 - 10 = 110 \) apples</Incorrect Answer>
"
1388,1388,Does not understand the term quadratic,"<Construct Name>Understand the definition of a quadratic equation </Construct Name>
<Subject Name>Quadratic Equations </Subject Name>
<Question>Tom and Katie are discussing quadratic equations.

Tom says this is a quadratic equation: \( 3x + 5 = 12 \)

Katie says this is a quadratic equation: \( x^2 + 4x + 5 = 0 \)

Who is correct? </Question> 
<Correct Answer>Only Katie </Correct Answer>
<Incorrect Answer>Neither is correct </Incorrect Answer>

<Construct Name>Recognise quadratic expressions in standard form </Construct Name>
<Subject Name>Quadratic Expressions </Subject Name>
<Question>Tom and Katie are discussing quadratic expressions.

Tom says this is a quadratic expression: \( 2x^2 + 3y + 1 \)

Katie says this is a quadratic expression: \( a^2 - 5a + 6 \)

Who is correct? </Question> 
<Correct Answer>Both Tom and Katie </Correct Answer>
<Incorrect Answer>Only Katie </Incorrect Answer>

<Construct Name>Identify quadratic equations from a list of equations </Construct Name>
<Subject Name>Quadratic Equations </Subject Name>
<Question>Which of the following is a quadratic equation?

A) \( 2x^2 + 3x - 5 = 0 \)  
B) \( 4x - 9 = 0 \)  
C) \( x^3 + 2x^2 + x = 0 \) </Question> 
<Correct Answer>A) \(2x^2 + 3x - 5 = 0\) </Correct Answer>
<Incorrect Answer>C) \(x^3 + 2x^2 + x = 0\) </Incorrect Answer>

<Construct Name>Recognise when an equation represents a quadratic relationship </Construct Name>
<Subject Name>Algebraic Relationships </Subject Name>
<Question>Tom and Katie are discussing types of equations.

Tom says this represents a quadratic relationship: \( y = 2x^2 + 3x + 1 \)

Katie says this represents a quadratic relationship: \( y = 3x + 7 \)

Who is correct? </Question> 
<Correct Answer>Only Tom </Correct Answer>
<Incorrect Answer>Both Tom and Katie </Incorrect Answer>

<Construct Name>Identify quadratic terms in polynomials </Construct Name>
<Subject Name>Polynomials </Subject Name>
<Question>Which term is the quadratic term in the polynomial \( 3x^3 + 2x^2 - 5x + 7 \)? </Question> 
<Correct Answer>\( 2x^2 \) </Correct Answer>
<Incorrect Answer>\( 3x^3 \) </Incorrect Answer>
"
1389,1389,Mistakes lines as parallel,"<Construct Name>Determine angle measures in transversals </Construct Name>
<Subject Name>Transversals and Parallel Lines </Subject Name>
<Question>In the diagram, line \( m \) intersects lines \( a \) and \( b \). Angle \( 1 \) and angle \( 6 \) are marked. Line \( a \) is parallel to line \( b \). If angle \( 1 \) is \( 120^{\circ} \), what is the measure of angle \( 6 \)? Assume lines \( a \) and \( b \) are parallel. ![Two horizontal parallel lines with a transversal line cutting through them. Angles are marked 1 to 8 around the points of intersection.]() </Question> 
<Correct Answer>\( 120^{\circ} \) </Correct Answer>
<Incorrect Answer>\( 60^{\circ} \) </Incorrect Answer>
"
1390,1390,Believes having the gradient and y-intercept is not enough information to write an equation for a straight line,"<Construct Name>Determining the Equation of a Straight Line Given Its Gradient and Y-Intercept</Construct Name>

<Subject Name>Linear Equations and Graphs</Subject Name>

<Question>A line passes through the y-axis at \(y = -3\) and has a gradient of \(2\). What is the equation of this line?</Question>

<Correct Answer>The equation of the line is \(y = 2x - 3\).</Correct Answer>

<Incorrect Answer>The gradient and y-intercept are not enough information to write the equation. More points would be needed.</Incorrect Answer>
"
1391,1391,Does not know how to find the y intercept when given two other sets of coordinates that lie on a straight line,"<Construct Name>Understanding the equation of a line using given coordinates </Construct Name>
<Subject Name>Coordinate Geometry </Subject Name>
<Question>Find the y-intercept of the line that passes through the points \((2, 3)\) and \((4, 7)\).</Question>
<Correct Answer>To find the y-intercept, first find the slope: \(\frac{7-3}{4-2} = 2\). Using the point-slope form \(y - y_1 = m(x - x_1)\) with point \((2, 3)\), we get \(y - 3 = 2(x - 2)\). Simplifying, \(y = 2x - 4 + 3\), so \(y = 2x - 1\). The correct y-intercept is \(-1\).</Correct Answer>
<Incorrect Answer>Assumes incorrect steps by misunderstanding coordinates. Assumes \((4, 7)\) as y-intercept. Incorrectly calculates directly \(y = mx + 7\). Incorrect y-intercept is \((0, 7)\).</Incorrect Answer>
"
1392,1392,Does not include brackets when required,"<Construct Name>Solving Quadratic Equations</Construct Name>
<Subject Name>Algebra: Quadratic Equations</Subject Name>
<Question>Solve the quadratic equation by factoring: \( x^2 + 6x + 9 = 0 \). Which set of factors is correct?</Question>
<Correct Answer>\( (x + 3)(x + 3) = 0 \)</Correct Answer>
<Incorrect Answer>\( x + 3 \cdot x + 3 = 0 \)</Incorrect Answer>

<Construct Name>Order of Operations</Construct Name>
<Subject Name>Arithmetic: Order of Operations (PEMDAS/BODMAS)</Subject Name>
<Question>Calculate the value of the expression: \( 8 - 2 \times 3 + 4 \). Which approach is correct?</Question>
<Correct Answer>\( 8 - (2 \times 3) + 4 = 8 - 6 + 4 = 6 \)</Correct Answer>
<Incorrect Answer>\( 8 - 2 \times (3 + 4) = 8 - 2 \times 7 = 8 - 14 = -6 \)</Incorrect Answer>

<Construct Name>Distribution in Algebraic Expressions</Construct Name>
<Subject Name>Algebra: Distributive Property</Subject Name>
<Question>Simplify the expression: \( 5(2x + 3) - 4 \). Which expansion is correct?</Question>
<Correct Answer>\( 5(2x + 3) - 4 = (5 \times 2x) + (5 \times 3) - 4 = 10x + 15 - 4 = 10x + 11 \)</Correct Answer>
<Incorrect Answer>\( 5(2x + 3 - 4) = 5(2x - 1) = 10x - 5 \)</Incorrect Answer>
"
1393,1393,Does not know that a single letter labels a vertex,"<Construct Name>Use common conventions for labeling the sides of shapes </Construct Name>

<Subject Name>Geometry - Identifying Parts of Polygons </Subject Name>

<Question>Which of the following correctly describes the highlighted side of this pentagon? ![A 5-sided polygon, each vertex labeled with a letter. The bottom left is labeled A, above it is labeled B, top is labeled C, top right is labeled D, and bottom right is labeled E. The side joining C and D is highlighted in red.]() </Question> 

<Correct Answer>\( C D \) </Correct Answer>

<Incorrect Answer>\( C \) </Incorrect Answer>
"
1394,1394,Identifies the first term rather than the next term in a sequence,"<Construct Name>Understanding Sequences</Construct Name>
<Subject Name>Algebra</Subject Name>
<Question>Given the sequence defined by \( a_n = 3a_{n-1} + 2 \), with a starting value of \( a_1 = 1 \), what is the value of \( a_2 \)?</Question>
<Correct Answer>\( 5 \) </Correct Answer>
<Incorrect Answer>\( 1 \) </Incorrect Answer>
"
1395,1395,"When calculating volume expressed in cubes, counts the visible cubes only","<Construct Name>Calculate volume of a cube structure </Construct Name>

<Subject Name>Geometry - Volume of 3D shapes </Subject Name>

<Question>A cube structure is made up of smaller identical cubes. The structure consists of 3 layers, each with a 3x3 arrangement of cubes. There are no gaps or missing cubes. Calculate the total volume of the cube structure in terms of smaller cubes. </Question> 

<Correct Answer>\( 27 \) cubes </Correct Answer>

<Incorrect Answer>\( 15 \) cubes </Incorrect Answer>
"
1396,1396,Finds a percentage when asked for a fraction,"<Construct Name>Convert data into fractions </Construct Name>  
<Subject Name>Statistics and Probability </Subject Name>  
<Question>A survey shows that 40 out of 100 students prefer watching movies online instead of in theaters. What fraction of students prefer watching movies online? </Question>  
<Correct Answer>\( \frac{40}{100} = \frac{2}{5} \) </Correct Answer>  
<Incorrect Answer>\( 40 \) </Incorrect Answer>  

<Construct Name>Understanding fractions from textual information </Construct Name>  
<Subject Name>Word Problems </Subject Name>  
<Question>Out of 50 cookies, Hannah ate 25 cookies. What fraction of the cookies did Hannah eat? </Question>  
<Correct Answer>\( \frac{25}{50} = \frac{1}{2} \) </Correct Answer>  
<Incorrect Answer>\( 50 \) </Incorrect Answer>  

<Construct Name>Fraction of a set represented visually </Construct Name>  
<Subject Name>Geometry and Measurement </Subject Name>  
<Question>You have a rectangular garden that is divided into 4 equal sections. Two of these sections are planted with vegetables. What fraction of the garden is planted with vegetables? </Question>  
<Correct Answer>\( \frac{2}{4} = \frac{1}{2} \) </Correct Answer>  
<Incorrect Answer>\( 50 \) </Incorrect Answer>  

<Construct Name>Interpreting survey results </Construct Name>  
<Subject Name>Statistics and Data Analysis </Subject Name>  
<Question>In a class of 30 students, 18 students walk to school while the rest use other means. What fraction of the students walk to school? </Question>  
<Correct Answer>\( \frac{18}{30} = \frac{3}{5} \) </Correct Answer>  
<Incorrect Answer>\( 60 \) </Incorrect Answer>  
"
1397,1397,Believes point will move diagonally when reflecting in a horizontal or vertical line,"<Construct Name>Reflection over axes</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>Reflect the point \( (3, 5) \) over the x-axis.</Question>  
<Correct Answer>\( (3, -5) \)</Correct Answer>  
<Incorrect Answer>\( (-3, -5) \)</Incorrect Answer>  
"
1398,1398,Divided by 100 rather than 1000,"<Construct Name>Decimal Division by Powers of Ten</Construct Name>

<Subject Name>Arithmetic with Decimals</Subject Name>

<Question>\( 540 \div 1000 = \)</Question>

<Correct Answer>\( 0.54 \)</Correct Answer>

<Incorrect Answer>\( 5.4 \)</Incorrect Answer>
"
1399,1399,Fails to identify any rotational symmetry ,"<Construct Name>Identify the rotational symmetry of regular polygons</Construct Name>

<Subject Name>Geometry - Symmetry</Subject Name>

<Question>![Q]() A regular pentagon is given. What is the order of rotational symmetry of this pentagon?</Question> 

<Correct Answer>\( 5 \) </Correct Answer>

<Incorrect Answer>\( 0 \) </Incorrect Answer>

---

<Construct Name>Recognize rotational symmetry in two-dimensional figures</Construct Name>

<Subject Name>Mathematical Visualization</Subject Name>

<Question>![Q]() Consider the letter 'S'. Does this letter have rotational symmetry? If yes, what is the degree of rotation?</Question> 

<Correct Answer>\( 180^\circ \) </Correct Answer>

<Incorrect Answer>\( 0^\circ \) </Incorrect Answer>

---

<Construct Name>Analyze 3D objects for axial symmetry</Construct Name>

<Subject Name>3D Geometry</Subject Name>

<Question>![Q]() A regular hexagonal prism is given. What is the order of its rotational symmetry about its axial line?</Question> 

<Correct Answer>\( 6 \) </Correct Answer>

<Incorrect Answer>\( 0 \) </Incorrect Answer>
"
1400,1400,Believes dividing a negative by a negative gives a negative answer,"<Construct Name> $$Understanding division of negative numbers$$ </Construct Name>  
<Subject Name> $$Basic Arithmetic with Integers$$ </Subject Name>  
<Question> $$Simplify the expression: \((-16) \div (-4)\)$$ </Question>  
<Correct Answer> $$4$$ </Correct Answer>  
<Incorrect Answer> $$-4$$ </Incorrect Answer>  

Misconception: Believes dividing a negative by a negative gives a negative answer.
"
1401,1401,Believes the sin graph relates to the cos function,"<Construct Name>Graphical Representation of Trigonometric Functions</Construct Name>

<Subject Name>Trigonometry</Subject Name>

<Question>A trigonometric function is given by the graph below.

Assuming it is a standard trigonometric graph (either sine or cosine), identify the function and the amplitude.

(Graph showing a standard sine wave pattern with a range from \(-1\) to \(1\))

Is the function represented by this graph \(\sin(x)\) or \(\cos(x)\)? What is its amplitude?</Question>

<Correct Answer>The graph represents \(\sin(x)\), and its amplitude is \(1\).</Correct Answer>

<Incorrect Answer>The graph represents \(\cos(x)\), and its amplitude is \(1\).</Incorrect Answer>
"
1402,1402,Rounds down instead of up when next digit is 5,"<Construct Name>Round numbers to one decimal place </Construct Name>  
<Subject Name>Rounding to Decimal Places </Subject Name>  
<Question>You are given a number \( 3.45 \). What is this number rounded to one decimal place? </Question>  
<Correct Answer>\( 3.5 \) </Correct Answer>  
<Incorrect Answer>\( 3.4 \) </Incorrect Answer>  


<Construct Name>Round numbers to the nearest hundred </Construct Name>  
<Subject Name>Rounding Whole Numbers </Subject Name>  
<Question>John measures a distance as \( 1,350 \) meters. What is this distance rounded to the nearest hundred meters? </Question>  
<Correct Answer>\( 1,400 \) </Correct Answer>  
<Incorrect Answer>\( 1,300 \) </Incorrect Answer>  


<Construct Name>Round numbers to three decimal places </Construct Name>  
<Subject Name>Rounding to Decimal Places </Subject Name>  
<Question>A scientist records a pH value of \( 7.2258 \) for a solution. What is this pH value rounded to three decimal places? </Question>  
<Correct Answer>\( 7.226 \) </Correct Answer>  
<Incorrect Answer>\( 7.225 \) </Incorrect Answer>  


<Construct Name>Round numbers between 10 and 100 to one significant figure </Construct Name>  
<Subject Name>Rounding to Significant Figures </Subject Name>  
<Question>What is \( 47.5 \) rounded to one significant figure? </Question>  
<Correct Answer>\( 50 \) </Correct Answer>  
<Incorrect Answer>\( 40 \) </Incorrect Answer>  


<Construct Name>Estimate sums by rounding numbers </Construct Name>  
<Subject Name>Estimation and Rounding </Subject Name>  
<Question>Estimate the sum of \( 6.25 \) and \( 3.85 \) by first rounding each number to one decimal place. </Question>  
<Correct Answer>\( 10.1 \) (Round \( 6.25 \) to \( 6.3 \) and \( 3.85 \) to \( 3.8 \)) </Correct Answer>  
<Incorrect Answer>\( 10.0 \) (Mistakenly round \( 3.85 \) to \( 3.7 \)) </Incorrect Answer>  
"
1403,1403,"When two digits multiply to 10 or more during a multiplication problem, does not add carried value to the preceding digit","<Construct Name>Multiply 3 digit integers by 1 digit integers using column multiplication</Construct Name>

<Subject Name>Written Multiplication</Subject Name>

<Question>Calculate the product of $264 \times 4$ using column multiplication.</Question>

<Correct Answer>![Column multiplication for 264 multiplied by 4 with correct working and correct final answer. The first step is correct: 4 times 4 is 16, write 6 and carry 1. The second step is correct: 4 times 6 is 24, add 1 to get 25, write 5 and carry 2. The third step is correct: 4 times 2 is 8, add 2 to get 10, write 0 and carry 1. The final result is 1056.]()</Correct Answer>

<Incorrect Answer>![Column multiplication for 264 multiplied by 4 with incorrect working and incorrect final answer. The first step contains a mistake: 4 times 4 is computed as 16, the student writes 6 and incorrectly forgets to carry over 1. The second step is incorrect: 4 times 6 is computed as 24, the student mistakenly writes 24, not accounting for the previous carry over. The third step contains another mistake: 4 times 2 is computed as 8 and writes it down without considering any previous errors. The incorrect final answer is given as 8462.]()</Incorrect Answer>
"
1404,1404,"Believes that when multiplying an integer by a decimal greater than 1, you multiply by the integer component of the decimal but add on the decimal component multiplied by 10.","<Construct Name>Understanding Decimal and Integer Multiplication</Construct Name>  
<Subject Name>Multiplication of Decimals</Subject Name>  
<Question>Calculate: What is the result of \( 6 \times 1.4 \)?</Question>  
<Correct Answer>The correct answer is \( 6 \times 1.4 = 8.4 \)</Correct Answer>  
<Incorrect Answer>Using the misconception, the student might calculate \( 6 \times 1.4 \) as \( (6 \times 1) + (4 \times 10) = 6 + 40 = 46 \)</Incorrect Answer>  
"
1405,1405,Cannot accurately estimate capacity,"<Construct Name>Estimate and compare the capacity of different containers</Construct Name>  
<Subject Name>Measurement and Estimation</Subject Name>  
<Question>Jane has two containers: a large soup pot and a small mug. She needs to estimate which can hold more water. Jane thinks the mug can hold more because it looks taller. Estimate which container actually has the larger capacity.</Question>  
<Correct Answer>The large soup pot</Correct Answer>  
<Incorrect Answer>The small mug</Incorrect Answer>  
"
1406,1406,Does not recognise that interior and exterior angles are supplementary,"<Construct Name>Calculate the measures of interior and exterior angles in polygons</Construct Name>

<Subject Name>Angles in Polygons</Subject Name>

<Question>Sophia is working with a regular octagon. She wants to find out the measure of one interior angle. She finds the exterior angle first by using the formula for the sum of exterior angles of a polygon, then subtracts it from 180 degrees to find the interior angle. What is the measure of each interior angle in the regular octagon?</Question>

<Correct Answer>135 degrees</Correct Answer>

<Incorrect Answer>45 degrees</Incorrect Answer>
"
1407,1407,Confuses histograms with bar charts,"<Construct Name>Understanding the Representation and Interpretation of Data </Construct Name>

<Subject Name>Data Handling and Statistics </Subject Name>

<Question>A class is studying different types of data representations. The teacher asks, ""Which type of graph should be used to display the distribution of student grades in intervals such as 0-10, 11-20, 21-30, and so on, to show the frequency of each grade interval?"" 

Student A suggests using a histogram. 

Student B suggests using a bar chart. 

Which student is correct?</Question> 

<Correct Answer>Student A is correct. A histogram should be used to display the distribution of data in intervals (or bins), as it is designed to show the frequency of data within continuous intervals.</Correct Answer> 

<Incorrect Answer>Student B is correct. A bar chart should be used to display the distribution of data in intervals, as it clearly displays frequency.</Incorrect Answer>
"
1408,1408,Does not realise that adding a larger number gives a larger answer,"<Construct Name>Comparing Consecutive Numbers in a Sequence</Construct Name>  
<Subject Name>Basic Arithmetic Operations</Subject Name>  
<Question>David is working with consecutive numbers. He says if you know that \( 563 + 135 = 698 \), then changing the number to \( 563 + 136 \) must give \( 696 \).  
Similarly, if you know that \( 563 - 135 = 428 \), then \( 563 - 136 \) must result in \( 429 \).  
Who is correct and why?</Question>  
<Correct Answer>David is incorrect in both cases. The sum \( 563 + 136 \) should equal 699, and the difference \( 563 - 136 \) should equal 427. Adding a larger number results in a larger answer, and subtracting a larger number results in a smaller answer.</Correct Answer>  
<Incorrect Answer>David is correct, and both results \( 696 \) and \( 429 \) are accurate.</Incorrect Answer>  


"
1409,1409,Confuses 'and' with 'or' in probability,"<Construct Name>Basic Probability Concepts</Construct Name>  
<Subject Name>Probability</Subject Name>  
<Question>A bag contains 3 red balls and 5 blue balls. You draw one ball from the bag. What is the probability that it is red and blue?</Question>  
<Correct Answer>\( 0 \) (because a ball cannot be both red and blue at the same time)</Correct Answer>  
<Incorrect Answer>\( \frac{3}{8} + \frac{5}{8} = 1 \)</Incorrect Answer>  

<Construct Name>Compound Probability with Mutually Exclusive Events</Construct Name>  
<Subject Name>Probability</Subject Name>  
<Question>A deck of cards is shuffled. What is the probability of drawing a card that is either a heart or a club?</Question>  
<Correct Answer>\( \frac{26}{52} = \frac{1}{2} \)</Correct Answer>  
<Incorrect Answer>\( \frac{13}{52} \times \frac{13}{52} = \frac{169}{2704} \)</Incorrect Answer>  
"
1410,1410,Believes to find the next traingle number you add the previous two numbers together i.e. Fibonacci,"<Construct Name>Continue a sequence involving triangle numbers </Construct Name>

<Subject Name>Other Sequences </Subject Name>

<Question>Here are two consecutive triangle numbers: \( 210,231, \ldots \) What is the next triangle number in the sequence? </Question>

<Correct Answer>\( 253 \) </Correct Answer>

<Incorrect Answer>\( 441 \) </Incorrect Answer>
"
1411,1411,Describes term to term rules using position to term rules,"<Construct Name>Identify the sequence given an algebraic rule </Construct Name>

<Subject Name>Algebraic Sequences </Subject Name>

<Question>For the algebraic sequence described by the rule \( a_n = 2n + 1 \), find the first three terms of the sequence. Specify the rule type for generating these terms.</Question>

<Correct Answer>The first three terms of the sequence are \( 3, 5, 7 \). This is a position-to-term rule where each term is computed by substituting the position \( n \) into the formula \( 2n + 1 \). </Correct Answer>

<Incorrect Answer>The first three terms of the sequence are \( 3, 5, 7 \). The term-to-term rule is to add 2 to get from one term to the next. </Incorrect Answer>
"
1412,1412,Believes y=f(-x) is a reflection in y=x,"<Construct Name>Transformation of Functions</Construct Name>  
<Subject Name>Graph Transformations</Subject Name>  
<Question>Consider the function \( f(x) = x^2 \). Describe the transformation that represents the graph of \( y = f(-x) \).</Question>  
<Correct Answer>The graph of \( y = f(-x) \) is a reflection of \( y = f(x) \) across the y-axis.</Correct Answer>  
<Incorrect Answer>The graph of \( y = f(-x) \) is a reflection of \( y = f(x) \) across the line \( y = x \).</Incorrect Answer>  
"
1413,1413,Assumes the negative sign in a power has no meaning,"<Construct Name>Understanding the Role of Negative Exponents</Construct Name>  
<Subject Name>Exponentiation</Subject Name>  
<Question>Simplify the expression: \( 2^{-3} \). What is the value?</Question>  
<Correct Answer>\( \frac{1}{8} \) </Correct Answer>  
<Incorrect Answer>\( -8 \) </Incorrect Answer>  
"
1414,1414,Believes instant change of velocity is possible. ,"<Construct Name>Understanding Motion Graphs</Construct Name>
<Subject Name>Kinematics and Motion Graphs</Subject Name>
<Question>A car travels along a straight path, and its velocity-time graph is shown. The graph indicates the velocity abruptly changes from 10 m/s to 20 m/s at \( t = 5 \) seconds. What is the car's acceleration at \( t = 5 \) seconds?</Question> 
<Correct Answer>The acceleration is undefined at \( t = 5 \) seconds due to the instantaneous change in velocity, which is not physically possible; such changes occur over time.</Correct Answer>
<Incorrect Answer>\( a = \frac{(20 \, \text{m/s} - 10 \, \text{m/s})}{0 \, \text{s}} = \infty \) m/s\(^2\)</Incorrect Answer>
"
1415,1415,Assumes every dash on a scale represents an increase of 1,"<Construct Name>Read and interpret scales on graphs and diagrams</Construct Name>
<Subject Name>Graph Interpretation and Analysis</Subject Name>
<Question>The following bar graph shows the average rainfall (in mm) over several months in a particular city. Each mark on the rainfall axis stands for two units. What is the amount of rainfall in April? ![A bar graph with months on the x-axis and rainfall in mm on the y-axis. The April bar ends halfway between what appear to be the 8th and 9th marks above 0.]()</Question>
<Correct Answer>16 mm</Correct Answer>
<Incorrect Answer>9 mm</Incorrect Answer>
"
