,MisconceptionId,MisconceptionName,response
165,165,"Believes that in y=mx+c, m is the x-intercept","<Construct Name>Identify the x-intercept of a linear equation in the form y = mx + c </Construct Name>
<Subject Name>Linear Equations </Subject Name>
<Question>Find the x-intercept of the line given by the equation \( y = 4x + 8 \). </Question>
<Correct Answer>The x-intercept is \(-2\). </Correct Answer>
<Incorrect Answer>The x-intercept is \(4\). </Incorrect Answer>
"
166,166,"Believes that in completed square form, they need to change the sign of the constant to get the turning point","<Construct Name>State the coordinates of the turning point for quadratic graphs in the form (x + p)² + q </Construct Name>
<Subject Name>Completing the Square </Subject Name>
<Question>What are the coordinates of the turning point of the graph of \( y=(x+3)^{2}-5 \) ? </Question> 
<Correct Answer>\( (-3,-5) \) </Correct Answer>
<Incorrect Answer>\( (3,5) \) </Incorrect Answer>
"
167,167,Does not recognise factorising a quadratic,"<Construct Name>Simplify an algebraic fraction by factorising the numerator </Construct Name>
<Subject Name>Simplifying Algebraic Fractions </Subject Name>
<Question>Simplify the following, if possible: \( \frac{x^{2}-5x+6}{x-2} \) </Question> 
<Correct Answer>\( x-3 \) </Correct Answer>
<Incorrect Answer>Does not simplify </Incorrect Answer>
"
168,168,Believes composite function notation means to substitute the outer function into the inner function,"<Construct Name>Understanding composite functions and their notation </Construct Name>  
<Subject Name>Functions </Subject Name>  
<Question>If \( f(x) = 2x + 3 \) and \( g(x) = x^2 - 1 \), find \( (f \circ g)(x) \). </Question>  
<Correct Answer>\( (f \circ g)(x) = f(g(x)) = 2(x^2 - 1) + 3 = 2x^2 - 2 + 3 = 2x^2 + 1 \) </Correct Answer>  
<Incorrect Answer>\( (f \circ g)(x) = g(f(x)) = (2x + 3)^2 - 1 = 4x^2 + 12x + 9 - 1 = 4x^2 + 12x + 8 \) </Incorrect Answer>  
"
169,169,"When subtracting a fraction from a mixed number, assumes they just subtract the numerator from the integer of the mixed number","<Construct Name>Subtract fractions involving mixed number fractions with different denominators </Construct Name>
<Subject Name>Adding and Subtracting Fractions </Subject Name>
<Question>\( 3 \frac{1}{4} - \frac{1}{2} \) What is the result of this subtraction? </Question> 
<Correct Answer>\( 2 \frac{3}{4} \) </Correct Answer>
<Incorrect Answer>\( 2 \frac{1}{4} \) </Incorrect Answer>
"
170,170,Does not understand that when dividing both sides of an equation by an amount every term must be divided by the same amount,"<Construct Name>Solving linear equations by dividing both sides by a constant</Construct Name>
<Subject Name>Algebra</Subject Name>
<Question>Solve the equation \( 3x + 6 = 12 \) for \( x \).</Question>
<Correct Answer>\( x = 2 \) </Correct Answer>
<Incorrect Answer>\( x = 4 \) </Incorrect Answer>
"
171,171,"When simplifying surds, does not multiply the number in front of the surd with the square root of the largest square number that has been removed from the surd","<Construct Name>Simplify surds in the form m√(ab) </Construct Name>
<Subject Name>Operations with Surds </Subject Name>
<Question>Simplify \( 3 \sqrt{12} \). </Question>
<Correct Answer>\( 6 \sqrt{3} \) </Correct Answer>
<Incorrect Answer>\( 3 \sqrt{3} \) </Incorrect Answer>
"
172,172,"When subtracting fractions, subtracts the numerators and denominators","<Construct Name>Subtract algebraic fractions with different denominators involving quadratic expressions</Construct Name>
<Subject Name>Algebraic Fractions</Subject Name>
<Question>Simplify the expression: \( \frac{3x}{x^2+1} - \frac{x}{x-1} \)</Question>
<Correct Answer>\( \frac{3x(x-1) - x(x^2+1)}{(x^2+1)(x-1)} = \frac{3x^2 - 3x - x^3 - x}{x^3 - x + x^2 - 1} \)</Correct Answer>
<Incorrect Answer>\( \frac{3x-x}{x^2+1-x+1} = \frac{2x}{x^2}\)</Incorrect Answer>
"
173,173,"Believes that if more than one number in a multiplication is divided by the same power of ten, the answer will be divided by the same power of ten. ","<Construct Name>Multiplication and Division by Powers of Ten</Construct Name>
<Subject Name>Arithmetic</Subject Name>
<Question>Calculate the product of \( \frac{200}{10} \times \frac{50}{10} \). </Question>
<Correct Answer>\( 100 \) </Correct Answer>
<Incorrect Answer>\( 10 \) </Incorrect Answer>
"
174,174,Confuses major and minor sector,"<Construct Name>Calculate the area of a sector of a circle given the central angle and radius </Construct Name>
<Subject Name>Geometry of Circles </Subject Name>
<Question>Given a circle with a radius of 10 cm and a central angle of 120°, calculate the area of the major sector. </Question>
<Correct Answer>\( \frac{240}{360} \times \pi \times 10^2 = \frac{2}{3} \times \pi \times 100 = \frac{200}{3} \pi \mathrm{~cm}^{2} \approx 209.44 \mathrm{~cm}^{2} \) </Correct Answer>
<Incorrect Answer>\( \frac{120}{360} \times \pi \times 10^2 = \frac{1}{3} \times \pi \times 100 = \frac{100}{3} \pi \mathrm{~cm}^{2} \approx 104.72 \mathrm{~cm}^{2} \) </Incorrect Answer>
"
175,175,"Thinks that when multiplying decimals (less than 1), the number will get bigger","<Construct Name>Multiplying decimals less than 1 </Construct Name>  
<Subject Name>Decimal Multiplication </Subject Name>  
<Question>Calculate the product of \( 0.4 \times 0.7 \). </Question>  
<Correct Answer>\( 0.28 \) </Correct Answer>  
<Incorrect Answer>\( 2.8 \) </Incorrect Answer>  
"
176,176,Believes that a reciprocal equation is defined when the denominator is 0,"<Construct Name>Understanding the domain of reciprocal functions </Construct Name>  
<Subject Name>Algebra and Functions </Subject Name>  
<Question>Consider the function \( f(x) = \frac{1}{x-3} \). Determine the value of \( f(3) \). </Question>  
<Correct Answer>The function is undefined at \( x = 3 \) because the denominator becomes zero. </Correct Answer>  
<Incorrect Answer>\( f(3) = 0 \) </Incorrect Answer>  
"
177,177,"When the change in value is greater than the original amount, thinks percentage change = original/change x 100","<Construct Name>Calculate percentage increase when the final value is greater than the original value </Construct Name>
<Subject Name>Percentage Change </Subject Name>
<Question>A car was bought for $5,000 and later sold for $12,000. What is the percentage increase in the price of the car? </Question> 
<Correct Answer>\( 140\% \) </Correct Answer>
<Incorrect Answer>\( 41.67\% \) </Incorrect Answer>
"
178,178,Thinks that the 10 becomes a 20 when adding in standard form ,"<Construct Name>Add numbers in standard form </Construct Name>
<Subject Name>Standard Form and Scientific Notation </Subject Name>
<Question>Calculate the sum of \(3 \times 10^4\) and \(4 \times 10^4\). </Question> 
<Correct Answer>\(7 \times 10^4\) </Correct Answer>
<Incorrect Answer>\(7 \times 20^4\) </Incorrect Answer>
"
179,179,Does not understand the difference between a value on a graph and the gradient of a graph,"<Construct Name>Estimate the gradient at a point on a non-linear section of a real life graph </Construct Name>
<Subject Name>Gradient as change in y over change in x </Subject Name>
<Question>The graph shows information about the temperature, \( T \mathrm{~°C} \), of a chemical reaction over time \( t \) minutes.

Which of the following is the best estimate for the gradient of the curve when \( t=10 \)? ![A graph showing time in minutes on the x-axis and temperature in degrees Celsius on the y-axis. A curve is shown with a tangent to the curve drawn at \( t=10 \). The tangent passes through the points (5, 20) and (15, 50).]() </Question> 
<Correct Answer>\( 3 \) </Correct Answer>
<Incorrect Answer>\( 30 \) </Incorrect Answer>
"
180,180,Writes the digit 3 times instead of cubing,"<Construct Name>Calculate the cube of a number </Construct Name>
<Subject Name>Exponents and Powers </Subject Name>
<Question>What is the value of \( 4^3 \)? </Question>
<Correct Answer>\( 64 \) </Correct Answer>
<Incorrect Answer>\( 444 \) </Incorrect Answer>
"
181,181,Assumes a ratio is part to part instead of part to whole,"<Construct Name>Calculate the proportion of a quantity using a given ratio </Construct Name>
<Subject Name>Ratios and Proportions </Subject Name>
<Question>A recipe requires a ratio of sugar to flour of 2:3. If you have 10 cups of flour, how many cups of sugar do you need? </Question> 
<Correct Answer>\( 6.67 \) cups of sugar </Correct Answer>
<Incorrect Answer>\( 6 \) cups of sugar </Incorrect Answer>
"
182,182,Believes parallel lines have gradients of opposite signs,"<Construct Name>Determine the gradient of a line parallel to a given line </Construct Name>
<Subject Name>Coordinate Geometry </Subject Name>
<Question>A line has the equation \( y = -3x + 7 \).

What is the gradient of a line parallel to this line? </Question> 
<Correct Answer>\( -3 \) </Correct Answer>
<Incorrect Answer>\( 3 \) </Incorrect Answer>
"
183,183,Has confused cube numbers with prime numbers,"<Construct Name>Recognise cube numbers </Construct Name>  
<Subject Name>Square Roots, Cube Roots, etc </Subject Name>  
<Question>What is the first cube number greater than \( 50 \) ? </Question>  
<Correct Answer>\( 64 \) </Correct Answer>  
<Incorrect Answer>\( 53 \) </Incorrect Answer>  
"
184,184,Believes the space diagonal is the same length as the diagonal on the bottom face of a cuboid,"<Construct Name>Calculate the length of the space diagonal of a cuboid </Construct Name>
<Subject Name>3D Geometry and Measurement </Subject Name>
<Question>A cuboid has dimensions 3 cm by 4 cm by 5 cm. Calculate the length of the space diagonal. </Question> 
<Correct Answer>\( \sqrt{3^2 + 4^2 + 5^2} = \sqrt{50} \approx 7.07 \) cm </Correct Answer>
<Incorrect Answer>\( \sqrt{3^2 + 4^2} = \sqrt{25} = 5 \) cm </Incorrect Answer>
"
185,185,Thinks a positive y value in a column vector means to move down rather than up ,"<Construct Name>Describe a translation using vector notation where at least one value is negative </Construct Name>  
<Subject Name>Translation and Vectors </Subject Name>  
<Question>Which of the following vectors describes how to get from point \( A \) to point \( B \)? ![The image shows a square grid and 2 points, A and B. Point A is 3 squares right and 5 squares up from point B. ]() </Question>  
<Correct Answer>\( \left(\begin{array}{c}-3 \\ 5\end{array}\right) \) </Correct Answer>  
<Incorrect Answer>\( \left(\begin{array}{c}-3 \\ -5\end{array}\right) \) </Incorrect Answer>  
"
186,186,Does not understand the meaning of the word commutative ,"<Construct Name>Understand the non-commutativity of exponentiation </Construct Name>
<Subject Name>Exponents and Powers </Subject Name>
<Question>Miran says the following:

""It doesn't matter if you do \( 2^3 \) or \( 3^2 \), you get the same answer.""

What do you think? </Question> 
<Correct Answer>Miran is incorrect because exponentiation is not commutative </Correct Answer>
<Incorrect Answer>Miran is incorrect because exponentiation is commutative </Incorrect Answer>
"
187,187,Thinks there are 10cl in a litre,"<Construct Name>Convert between cl and l </Construct Name>
<Subject Name>Volume and Capacity Units </Subject Name>
<Question>\[
450 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star? </Question> 
<Correct Answer>\( 4.5 \) </Correct Answer>
<Incorrect Answer>\( 45 \) </Incorrect Answer>
"
188,188,Believes interquartile range is the difference between one of the quartiles and the minimum value,"<Construct Name>Calculate the interquartile range from a set of data </Construct Name>
<Subject Name>Statistics </Subject Name>
<Question>The following are the ages of participants in a study: 22, 25, 28, 30, 34, 36, 40, 42, 45. What is the interquartile range of this data set? </Question>
<Correct Answer>The interquartile range is \( 36 - 28 = 8 \). </Correct Answer>
<Incorrect Answer>The interquartile range is \( 28 - 22 = 6 \). </Incorrect Answer>
"
189,189,"When multiplying decimals, ignores place value and just multiplies the digits","<Construct Name>Calculate the area of a rectangle with decimal dimensions </Construct Name>  
<Subject Name>Geometry </Subject Name>  
<Question>A rectangle has a length of \( 3.5 \) meters and a width of \( 2.4 \) meters. What is the area of the rectangle? </Question>  
<Correct Answer>\( 8.4 \) square meters </Correct Answer>  
<Incorrect Answer>\( 84 \) square meters </Incorrect Answer>  
"
190,190,"Does not account for grammar when writing algebra e.g. ,then making a group","<Construct Name>Write algebraic expressions with correct algebraic convention </Construct Name>
<Subject Name>Writing Expressions </Subject Name>
<Question>Which of the following is the correct way of writing: \( x \) subtracted from \( y \), then multiply by \( 4 \) using algebraic convention? </Question> 
<Correct Answer>\( (y-x) \times 4 \) </Correct Answer>
<Incorrect Answer>\( y-(x \times 4) \) </Incorrect Answer>
"
191,191,Believes that product means add rather than multiply,"<Construct Name>Understanding the concept of product in mathematical operations </Construct Name>
<Subject Name>Basic Arithmetic Operations </Subject Name>
<Question>Find the product of \( 8 \) and \( 5 \). </Question> 
<Correct Answer>\( 40 \) </Correct Answer>
<Incorrect Answer>\( 13 \) </Incorrect Answer>
"
192,192,Does not know how to calculate the volume of a prism,"<Construct Name>Volume of a Rectangular Prism</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>A rectangular prism has a length of 5 cm, a width of 3 cm, and a height of 4 cm. What is the volume of the prism?</Question>  
<Correct Answer>\( 60 \, \text{cm}^3 \) (calculated as \( 5 \times 3 \times 4 \))</Correct Answer>  
<Incorrect Answer>\( 12 \, \text{cm}^3 \) (calculated as \( 5 + 3 + 4 \))</Incorrect Answer>  
"
193,193,Believes a cyclic quadrilateral can be self-intersecting,"<Construct Name>Properties of cyclic quadrilaterals </Construct Name>
<Subject Name>Geometry of Cyclic Quadrilaterals </Subject Name>
<Question>Can the following quadrilateral be inscribed in a circle? ![A self-intersecting quadrilateral with vertices labeled A, B, C, and D, forming a bow-tie shape]() </Question> 
<Correct Answer>No, a cyclic quadrilateral cannot be self-intersecting. </Correct Answer>
<Incorrect Answer>Yes, because all four vertices can lie on a circle. </Incorrect Answer>
"
194,194,"Believes the sides of a square must be horizontal and vertical, not diagonal","<Construct Name>Identify and draw squares on a coordinate grid </Construct Name>
<Subject Name>Coordinate Geometry </Subject Name>
<Question>On a coordinate grid, plot the points \( A(2, 3) \), \( B(6, 3) \), and \( C(4, 7) \). Determine the coordinates of point \( D \) that would complete the square. </Question>
<Correct Answer>The coordinates of point \( D \) are \( (0, 7) \). </Correct Answer>
<Incorrect Answer>The coordinates of point \( D \) are \( (6, 7) \). </Incorrect Answer>
"
195,195,"When solving an equation, thinks the divisor and dividend are the opposite way around","<Construct Name>Solving equations involving division </Construct Name>  
<Subject Name>Algebra </Subject Name>  
<Question>Solve for \( x \) in the equation:  
\[  
\frac{12}{x} = 4  
\]  
What is the value of \( x \)? </Question>  
<Correct Answer>\( x = 3 \) </Correct Answer>  
<Incorrect Answer>\( x = \frac{1}{3} \) </Incorrect Answer>  
"
196,196,Confuses a variable with an equation,"<Construct Name>Recognise and name a variable </Construct Name>
<Subject Name>Writing Expressions </Subject Name>
<Question>Which of the following is the most appropriate word to describe \( x \) in this: \( 5x + 2 \) </Question> 
<Correct Answer>Variable </Correct Answer>
<Incorrect Answer>Equation </Incorrect Answer>
"
197,197,"Believes an outlier is the value in a data set with the biggest denominator, even if this value is close to the mean","<Construct Name>Identifying outliers in a data set</Construct Name>  
<Subject Name>Statistics</Subject Name>  
<Question>\( \begin{array}{llllll}\frac{5}{12} & \frac{13}{15} & \frac{11}{30} & 0.42 & \frac{7}{10} & \frac{23}{25}\end{array} \) Which value is the outlier in this set of data? </Question>  
<Correct Answer>\( \frac{11}{30} \) </Correct Answer>  
<Incorrect Answer>\( \frac{23}{25} \) </Incorrect Answer>  
"
198,198,"When multiplying a decimal by a power of 10, just adds a zero to the end of the number, not changing the place value of the digits","<Construct Name>Multiply a decimal by a power of 10 </Construct Name>  
<Subject Name>Decimal Arithmetic </Subject Name>  
<Question>Calculate the result of multiplying \( 3.47 \) by \( 100 \). </Question>  
<Correct Answer>\( 347 \) </Correct Answer>  
<Incorrect Answer>\( 3.470 \) </Incorrect Answer>  
"
199,199,"Believes that when multiplying a number with a power, the multiplier is added onto the power","<Construct Name>Multiply powers with coefficients </Construct Name>
<Subject Name>Exponents and Powers </Subject Name>
<Question>Calculate \( 3 \times 2^4 \). </Question> 
<Correct Answer>\( 48 \) </Correct Answer>
<Incorrect Answer>\( 2^7 \) </Incorrect Answer>
"
200,200,"When solving simultaneous equations, thinks they multiply both equations by the LCM of the coefficients of the term being eliminated","<Construct Name>Elimination method for solving simultaneous equations </Construct Name>
<Subject Name>Algebra </Subject Name>
<Question>Solve the following simultaneous equations using the elimination method:
\[
2x + 3y = 12
\]
\[
4x + 5y = 20
\]
</Question>
<Correct Answer>Multiply the first equation by 2 to get:
\[
4x + 6y = 24
\]
Subtract the second equation from this new equation:
\[
(4x + 6y) - (4x + 5y) = 24 - 20
\]
\[
y = 4
\]
Substitute \( y = 4 \) back into the first equation:
\[
2x + 3(4) = 12
\]
\[
2x + 12 = 12
\]
\[
2x = 0
\]
\[
x = 0
\]
The solution is \( x = 0 \) and \( y = 4 \). </Correct Answer>
<Incorrect Answer>Multiply both equations by the LCM of the coefficients of \( x \), which is 4:
\[
4(2x + 3y) = 4(12) \quad \Rightarrow \quad 8x + 12y = 48
\]
\[
4(4x + 5y) = 4(20) \quad \Rightarrow \quad 16x + 20y = 80
\]
Attempt to eliminate \( x \):
\[
(8x + 12y) - (16x + 20y) = 48 - 80
\]
\[
-8x - 8y = -32
\]
This leads to incorrect simplification and results. </Incorrect Answer>
"
201,201,Believes substituting the starting value into an iteration formula immediately gives the solution,"<Construct Name>Find the fixed point of an iterative sequence </Construct Name>
<Subject Name>Numerical Methods and Iterative Processes </Subject Name>
<Question>\(
x_{n+1}=\sqrt{5+x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=\sqrt{5+x} \) to \( 2 \) decimal places? </Question> 
<Correct Answer>\( 3.79 \) </Correct Answer>
<Incorrect Answer>\( 3.61 \) </Incorrect Answer>
"
202,202,"When asked to add fractions, multiplies instead","<Construct Name>Add proper fractions with different denominators </Construct Name>  
<Subject Name>Adding and Subtracting Fractions </Subject Name>  
<Question>Calculate:  
\(\frac{3}{4} + \frac{2}{5}\) </Question>  
<Correct Answer>\(\frac{23}{20}\) or \(1 \frac{3}{20}\) </Correct Answer>  
<Incorrect Answer>\(\frac{6}{20}\) </Incorrect Answer>  
"
203,203,Thinks that dividing both numbers in a multiplication sum by the same power of 10 results in equal answers,"<Construct Name>Understanding the effect of scaling factors in multiplication </Construct Name>  
<Subject Name>Arithmetic and Number Theory </Subject Name>  
<Question>If you have a rectangle with a length of \( 200 \) cm and a width of \( 50 \) cm, what is the area of the rectangle if both dimensions are divided by \( 10 \)? </Question>  
<Correct Answer>The original area is \( 200 \times 50 = 10,000 \) square cm. If both dimensions are divided by \( 10 \), the new dimensions are \( 20 \) cm and \( 5 \) cm, giving a new area of \( 20 \times 5 = 100 \) square cm. </Correct Answer>  
<Incorrect Answer>The original area is \( 200 \times 50 = 10,000 \) square cm. If both dimensions are divided by \( 10 \), the new dimensions are \( 20 \) cm and \( 5 \) cm, giving a new area of \( 10,000 \) square cm (incorrectly assuming the area remains the same). </Incorrect Answer>  
"
204,204,Confuses scalene and equilateral triangles,"<Construct Name>Identify and classify triangles based on side lengths </Construct Name>  
<Subject Name>Geometry </Subject Name>  
<Question>What type of triangle is shown below? ![A triangle with sides labeled 5 cm, 7 cm, and 9 cm.]() </Question>  
<Correct Answer>Scalene Triangle </Correct Answer>  
<Incorrect Answer>Equilateral Triangle </Incorrect Answer>  
"
205,205,Thinks there are 1000mm in a km,"<Construct Name>Complete multi-step conversions of length that use multiplication </Construct Name>
<Subject Name>Length Units </Subject Name>
<Question>How many millimetres are in \( 5 \) kilometres? </Question> 
<Correct Answer>Five million </Correct Answer>
<Incorrect Answer>Five thousand </Incorrect Answer>
"
206,206,Thinks a cylinder is a prism,"<Construct Name>Identify and classify 3D shapes based on their properties </Construct Name>
<Subject Name>Geometry and 3D Shapes </Subject Name>
<Question>Which of the following shapes is a prism? 

A) Cube 

B) Cylinder 

C) Triangular Prism 

D) Sphere </Question> 
<Correct Answer>A) Cube and C) Triangular Prism </Correct Answer>
<Incorrect Answer>B) Cylinder </Incorrect Answer>
"
207,207,Confuses the terms faces and edges,"<Construct Name>Identify and count the faces, vertices and edges of a 3D shape </Construct Name>
<Subject Name>Names and Properties of 3D Shapes </Subject Name>
<Question>![Line drawing of a rectangular pyramid]() How many edges does this pyramid have? </Question> 
<Correct Answer>\( 8 \) </Correct Answer>
<Incorrect Answer>\( 5 \) </Incorrect Answer>
"
208,208,Believes a composite function requires you to place the inner function next to the variable of the outer function instead of replacing it,"<Construct Name>Evaluate composite functions by substituting the inner function into the outer function </Construct Name>
<Subject Name>Functions and Composition </Subject Name>
<Question>Given the functions \( f(x) = 2x + 3 \) and \( g(x) = x^2 - 1 \), find \( (f \circ g)(x) \). </Question> 
<Correct Answer>\( (f \circ g)(x) = 2(x^2 - 1) + 3 = 2x^2 - 2 + 3 = 2x^2 + 1 \) </Correct Answer>
<Incorrect Answer>\( (f \circ g)(x) = 2x^2 - 1 + 3 = 2x^2 + 2 \) </Incorrect Answer>
"
209,209,"When multiplying a vector by a fraction, adds the numerator to the top number of the vector, and the denominator to the bottom number of the vector. ","<Construct Name>Scalar multiplication of vectors using fractions </Construct Name>  
<Subject Name>Vector Operations </Subject Name>  
<Question>Multiply the vector \(\begin{pmatrix} 6 \\ 8 \end{pmatrix}\) by the scalar \(\frac{1}{2}\). What is the resulting vector? </Question>  
<Correct Answer>\(\begin{pmatrix} 3 \\ 4 \end{pmatrix}\) </Correct Answer>  
<Incorrect Answer>\(\begin{pmatrix} 7 \\ 10 \end{pmatrix}\) </Incorrect Answer>  
"
210,210,Thinks the term in a sequence is double the position value,"<Construct Name>Identify the nth term of a sequence </Construct Name>  
<Subject Name>Arithmetic Sequences </Subject Name>  
<Question>The sequence is defined by the rule: ""Start at 3 and add 4 each time."" What is the 5th term in this sequence? </Question>  
<Correct Answer>\( 19 \) </Correct Answer>  
<Incorrect Answer>\( 10 \) </Incorrect Answer>  
"
211,211,Believes displacement continues to increase even when returning to starting point,"<Construct Name>Given a situation sketch an appropriate displacement-time graph </Construct Name>
<Subject Name>Real Life Graphs </Subject Name>
<Question>Sarah cycles from her house to the park, rests for a while, and then cycles back home. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate Sarah's journey? </Question> 
<Correct Answer>![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with a positive, uphill gradient, then a horizontal line. The third section is a sloped line with a steep negative gradient that ends when it touches the horizontal axis.]() </Correct Answer>
<Incorrect Answer>![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with a positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]() </Incorrect Answer>
"
212,212,Solves for y=0 instead of given y-value when reading from a quadratic graph,"<Construct Name>Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a </Construct Name>
<Subject Name>Quadratic Equations </Subject Name>
<Question>According to the graph, what is the approximate solution to \(x^{2}+2x-5=3\) ![A set of axes with the quadratic graph y=x^2+2x-5 drawn on.]() </Question> 
<Correct Answer>\( x=1, \quad x=-4 \) </Correct Answer>
<Incorrect Answer>\( x=2.45, \quad x=-2.45 \) </Incorrect Answer>
"
213,213,Thinks there are 10 mg in a gram,"<Construct Name>Convert between g and mg </Construct Name>
<Subject Name>Weight Units </Subject Name>
<Question>\( 45 \) grams = \(\bigstar \) milligrams What should replace the star? </Question> 
<Correct Answer>\( 45000 \) </Correct Answer>
<Incorrect Answer>\( 450 \) </Incorrect Answer>
"
214,214,Does not understand the 'less than' inequality notation,"<Construct Name>Interpret and solve inequalities involving 'less than' notation </Construct Name>
<Subject Name>Inequalities and Algebra </Subject Name>
<Question>Consider the inequality \( x < 7 \). Which of the following numbers satisfy this inequality? Choose all that apply: \( 5, 7, 9, 3 \). </Question>
<Correct Answer>\( 5, 3 \) </Correct Answer>
<Incorrect Answer>\( 5, 7, 3 \) </Incorrect Answer>
"
215,215,"When asked for a specific term in a sequence, just gives the position number","<Construct Name>Find a specific term in an arithmetic sequence using the nth term formula </Construct Name>
<Subject Name>Arithmetic Sequences </Subject Name>
<Question>Given the sequence defined by the nth term formula \( a_n = 3n + 2 \), what is the 5th term in the sequence? </Question> 
<Correct Answer>\( 17 \) </Correct Answer>
<Incorrect Answer>\( 5 \) </Incorrect Answer>
"
216,216,Believes the smallest number in a set of numbers is always their highest common factor,"<Construct Name>Identify the highest common factor of a set of numbers </Construct Name>
<Subject Name>Number Theory </Subject Name>
<Question>What is the highest common factor (HCF) of the numbers 12, 18, and 24? </Question> 
<Correct Answer>The highest common factor is 6. </Correct Answer>
<Incorrect Answer>The highest common factor is 12. </Incorrect Answer>
"
217,217,"When adding fractions, adds the numerators and denominators","<Construct Name>Add mixed numbers with different denominators </Construct Name>
<Subject Name>Adding and Subtracting Fractions </Subject Name>
<Question>Calculate the sum of the following mixed numbers:
\(
2 \frac{1}{4} + 3 \frac{2}{5}
\) </Question>
<Correct Answer>\( 5 \frac{13}{20} \) </Correct Answer>
<Incorrect Answer>\( 5 \frac{3}{9} \) </Incorrect Answer>
"
218,218,Does not interpret a sloping gradient as a change in rate,"<Construct Name>Interpreting the gradient of a curve as a rate of change</Construct Name>  
<Subject Name>Calculus</Subject Name>  
<Question>A car accelerates from rest, and its speed over time is represented by the curve on the graph below. The graph shows a curve starting at the origin, with a steep gradient initially that gradually decreases and becomes almost horizontal. What does the shape of the graph tell you about the car's acceleration over time?</Question>  
<Correct Answer>The car's acceleration is decreasing over time. Initially, the car accelerates quickly, but as time progresses, the rate of acceleration decreases, as indicated by the flattening of the curve.</Correct Answer>  
<Incorrect Answer>The car maintains a constant acceleration over time, as the graph shows a continuous increase in speed.</Incorrect Answer>  
"
219,219,Does not know that a right angle is 90 degrees,"<Construct Name>Identify angles in a quadrilateral </Construct Name>  
<Subject Name>Properties of Quadrilaterals </Subject Name>  
<Question>A quadrilateral has angles measuring \( 90^{\degree}, 90^{\degree}, 90^{\degree}, \) and \( x^{\degree} \). What is the value of \( x \)? </Question>  
<Correct Answer>\( 90^{\degree} \) </Correct Answer>  
<Incorrect Answer>\( 0^{\degree} \) </Incorrect Answer>  
"
220,220,Only multiplies the first term in the expansion of a bracket,"<Construct Name>Expand a single bracket where the term on the outside is a variable and the inside contains a binomial expression </Construct Name>
<Subject Name>Expanding Single Brackets </Subject Name>
<Question>Expand:
\[
x(3x + 5)
\] </Question> 
<Correct Answer>\( 3x^2 + 5x \) </Correct Answer>
<Incorrect Answer>\( 3x^2 + 5 \) </Incorrect Answer>
"
221,221,Thinks ratios are written as 1:total,"<Construct Name>Understanding and simplifying ratios </Construct Name>
<Subject Name>Ratios and Proportions </Subject Name>
<Question>In a fruit basket, there are 3 apples and 9 oranges. What is the ratio of apples to total fruits in the basket? </Question>
<Correct Answer>\( 1: 4 \) </Correct Answer>
<Incorrect Answer>\( 1: 12 \) </Incorrect Answer>
"
222,222,Does not know the meaning of absolute value,"<Construct Name>Understanding and applying the concept of absolute value </Construct Name>  
<Subject Name>Absolute Value and Number Properties </Subject Name>  
<Question>Evaluate the expression \( |x - 3| + |2 - x| \) when \( x = 5 \). </Question>  
<Correct Answer>The correct evaluation is \( |5 - 3| + |2 - 5| = 2 + 3 = 5 \). </Correct Answer>  
<Incorrect Answer>The incorrect evaluation is \( 5 - 3 + 2 - 5 = -1 \). </Incorrect Answer>  
"
223,223,Mixes up cubing with multiplying by 10,"<Construct Name>Calculate the cube of a number </Construct Name>  
<Subject Name>Squares, Cubes, etc </Subject Name>  
<Question>\( 4^{3}= \) </Question>  
<Correct Answer>\( 64 \) </Correct Answer>  
<Incorrect Answer>\( 40 \) </Incorrect Answer>  
"
224,224,Forgets to swap the sign of roots when placing into brackets,"<Construct Name>Finding the equation of a quadratic from its roots</Construct Name>
<Subject Name>Quadratic Equations</Subject Name>
<Question>What is the equation of the quadratic curve that has roots at \( x = -4 \) and \( x = 2 \)?</Question>
<Correct Answer>\( y = (x + 4)(x - 2) \)</Correct Answer>
<Incorrect Answer>\( y = (x - 4)(x + 2) \)</Incorrect Answer>
"
225,225,Confuses frequency of one class with cumulative frequency,"<Construct Name>Interpret frequency tables and calculate cumulative frequency </Construct Name>  
<Subject Name>Statistics </Subject Name>  
<Question>Given the frequency table below, what is the cumulative frequency for the class interval \( 10-20 \)?

| Class Interval | Frequency |
|----------------|-----------|
| \( 0-10 \)     | 5         |
| \( 10-20 \)    | 8         |
| \( 20-30 \)    | 12        |

</Question>  
<Correct Answer>13 </Correct Answer>  
<Incorrect Answer>8 </Incorrect Answer>  
"
