MisconceptionId,MisconceptionName
1479,Thinks you multiply by the numerator and add the denominator when converting a mixed number to an improper fraction
1304,Confuses lines of the form y = a and y= ax
1167,Does not recognise millimetres as a unit of length
719,Does not recognise feet (ft) as a unit of length
735,"In ratio where total is given, treats that as one part without dividing"
1371,"When drawing bar diagram for ratio, shows the total as the difference between parts"
2428,"When drawing bar diagram for ratio, shows the total amount as the total of one side"
1218,Multiplies the numerators when adding fractions with a common denominator
202,"When asked to add fractions, multiplies instead"
2321,does not know the meaning of the word digit
1810,Thinks x = 1 at the x axis
285,Lines up the digits incorrectly when doing an addition involving two numbers with a different amount of digits
628,"When factorising, finds a factor that goes into only the first term of the expression"
1748,"Believes that when a shape touches the mirror line, all of its vertices will stay the same when reflected"
101,Believes that reflection always switches the x and y coordinates
2319,subtracts the highest from the lowest when calculating the range
2530,Subtracts instead of adds when using inverse operations to solve an equation
1187,Does not realise that gradient represents rate of change
176,Believes that a reciprocal equation is defined when the denominator is 0
871,Does not include brackets when attempting to multiply an expression
1032,Confuses cube rooting with squaring a number
2181,Performs addition ahead of subtraction
2470,Believes the mode is the most common frequency rather than the highest frequency
2269,"When finding the distance between coordinates, includes the starting number"
1483,Believes vertically opposite angles sum to 90 degrees
66,Repeats the digits three times when cubing a number
587,"Thinks that when adding decimals with a different number of decimal places, you should line up the digits to the right "
441,Does not recognise a unit of volume
2140,Believes division is carried out before a power
981,Believes inequalities cannot be combined
1256,Believes the difference of 2 squares method of factorising also works for the addition of 2 squares
796,Draws both angles at the same end of the line when constructing a triangle
2288,"When multiplying decimals, does not realize that the order and position of the digits (relative to each other) has to remain constant."
2175,"Mixes up squaring and multiplying by 2 or doubling, and not square rooted"
2092,Error finding percentage value after finding 1%
211,Believes displacement continues to increase even when returning to starting point
205,Thinks there are 1000mm in a km
526,Thinks there are 10000mm in a km
2333,Thinks there are 10 million mm in 1 km
1118,Thinks the smallest bar in a bar chart is the mode
1146,"When solving simultaneous equations, believes the terms must be of opposite signs in order to be eliminated."
370,"When solving simultaneous equations, believes the terms must have the same sign in order to be eliminated."
2148,"When simplifying, thinks they write 0 in front of a negative number in the final answer, instead of just writing the negative number"
1172,Thinks any 2 values multiplied together can be denoted with a squared symbol
1996,Only includes fully shaded squares when counting area
248,Believes a pie chart makes 360% not 360 degrees
1376,Thinks that a larger shaded area represents a larger fraction
1212,Thinks a greater number of shaded parts represents a greater fraction
152,"Believes that the smaller a divisor is, the smaller the answer will be"
643,Think 1km = 1 mile
1124,When ordering numbers in standard form just looks at the decimal without multiplying by a power of 10
793,Forgets to subtract sum of angles we know from 180 to find missing angle in a triangle
898,Thinks x = 0 is the x axis
1422,Does not recognise km as a unit of length 
1725,"Does not recognise inches ("") as a unit of length"
1119,Does not interpret the correct order of operations in a fraction when there is an addition on the numerator
1866,Confuses additive and multiplicative relationships
449,"Does not realise we can scale the perimeter as a whole, rather than finding individual side lengths"
879,Thinks you apply one inverse operation to one term and the other inverse operation to the other term
297,Forgets you need a compass to draw arcs
2157,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)"
303,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation inverse to the sign (- if positive, + if negative)"
1749,"When dividing fractions, does the reciprocal of both fractions"
2581,"When factorising a quadratic with a coefficient of x squared, believes the signs and/or positions of the constants are interchangeable"
1165,Rounds to the nearest integer rather than one significant figure
1591,"Rounds to the nearest hundredth, rather than one significant figure"
2450,Does not half sum of parallel sides when finding area of a trapezium
977,Confuses the sign for parallel lines as being dashes
2289,Confuses the signs for straight lines as being dashes
1340,Misunderstands dashed lines as being the midpoint
1840,Thinks the fraction button on a calculator converts fractions to decimals
136,Does not recognise a reciprocal equation
127,Thinks the fraction to decimal conversion button on a calculator can be used to raise to a power
1760,"Reads the position of a number from the space between the line marked, rather than the line marked"
2049,Believes a gap of 2 is a gap of 1 on a numberline
1031,Believes raising a negative number to an odd power will give a positive answer
668,Writes four symbols after rather than one before in Roman numerals
1553,Thinks that we can use O as zero for place value in Roman numerals
382,Does not know how to combine different symbols in Roman numerals
1110,Does not think that -n + n = 0
1004,Thinks that a number in front of a bracket means divide
987,Believes that the order of a worded calculation should be changed to follow BIDMAS 
468,Believes you find the frequency for a pie chart sector by calculating its angle divided by the total frequency
402,Does not know the definition of a cone
816,Only counts visible faces
1215,"Includes a data point with the value, when asked to find the number of data points above a value"
1455,Calculates circumference when asked for area
2286,Believes the length of the line in a velocity time graph gives the distance (rather than the area underneath that line).
1116,Multiplies coefficients and letters separately and writes as an addition
137,Does not know the meaning of the word identity 
511,Ignores the negative sign when thinking about the value of a term
194,"Believes the sides of a square must be horizontal and vertical, not diagonal"
495,Thinks converting an integer to a fraction means both the numerator and denominator are equal
589,Believes extreme values can affect the median
1992,Believes extreme values can affect the mode
1126,Believes the mean is always representative
2424,Believes a line segment can be opposite an axis
2122,Thinks two letters next to each other is a division
1875,Has used a subtraction sign to represent division
914,Finds 10% of an amount rather than the percentage being asked
1710,"When finding a percentage of an amount, assumes they divide the percentage by 10, but not the amount, before multiplying"
515,Does not know a rectangle is a type of parallelogram 
1041,Does not know a rhombus is a type of parallelogram 
994,"When completing the square in the form (x - a)^2 + b, believes b = a^2 + the original constant"
2349,Forgets that a number divided by itself is 1
832,Believes that a fraction with equal numerator and denominator cancels to 0
1203,Believes that to find an angle for a pie chart sector you divide the total frequency by 360 and multiply by its frequency
1673,Multiplied by 1000 instead of 100
1320,Multiplied by 10 rather than 100
1695,Thinks you add all the bricks in a row in an addition pyramid.
1586,"When asked to read a value from a graph, thinks they give the corresponding value on the other axis, rather than reading from the graph"
171,"When simplifying surds, does not multiply the number in front of the surd with the square root of the largest square number that has been removed from the surd"
1676,"When adding or subtracting surds, does not simplify the surd before adding the numbers in front of the surd"
1929,Does not understand the concept of inverse operations in algebra
1442,Think cross section of a prism is the biggest face
239,Finds a common multiple but not the lowest common multiple
2364,Believes all possible outcomes must have equal probability
1209,Believes a mixed number can contain an improper fraction
1613,Believes constructing a triangle with given SAS requires a compass
794,Rounds up rather than to one significant figure
652,Mixes up the numerator and denominator when writing a division as a fraction
2107,"Student thinks that negative decimals behave the same as positive decimals when positioning a decimal between two consecutive negative integers, placing the decimal with a greater absolute value to the right. "
1018,Thinks the fraction 1/n can express sharing n items between any number of people
1293,Identifies how much repeated use of the term-to-term rule changes a number but does not apply to the sequence
153,"When dividing decimals with the same number of decimal places as each other, assumes the answer also has the same number of decimal places"
1733,Confuses tangent and chord
1741,Confuses diameter and chord
1367,Thinks a dashed line marking a region means the line is included
876,Believes squaring a negative number just changes the sign
454,Thinks measures of area must end in squared
2125,"When multiplying a multiple of 10, just multiplies the non-zero digits"
1577,Adds instead of multiplies when using grid method
2399,"when dividing a fraction by an integer, both multiplies the denominator and divides the denominator"
2447,Believes the reciprocal button writes a fraction
1609,Believes the decimal point button writes a fraction
1153,Believes they can ignore the coefficient when expanding double brackets 
2225,Thinks signs are interchangeable when adding or subtracting positive and negative numbers
2565,Confuses the hundreds and thousands place value columns
2311,Divides rather than adds when answering worded problems
833,"When calculating perimeter, multiplies instead of adds"
935,Fails to use the properties of simple shapes to work out missing lengths
890,Thinks they had to give the new amount rather than the total percentage that the original has been increased by.
27,Believes squaring a fraction requires you to double both parts
2491,"Thinks that in the equation x=a, a is the gradient"
989,Does not understand that area under a speed time graph gives distance because distance = speed x time
1552,"Believes term to term rule is applied to position number, not previous term"
804,Believes percentages cannot be converted into fractions
635,Believes you cannot find the angle size in a pie chart when given its percentage value
2011,"When simplifying surds, leaves the square root of the biggest square number under the root and puts the other number on the outside"
578,Does not recognise when a surd can be simplified
1796,Thinks a positive x value in a column vector means to move left rather than right
566,Thinks the inverse of subtraction is division
773,Does not understand to find each interior angle of a regular polygon you divide the sum by the number of sides
568,"When solving a problem that requires an inverse operation (e.g. missing number problems), does subtraction when division is required"
2007,Believes the number of vertices on a 3D shape match those of the 2D cross section
870,Only counts visible vertices
2416,Finds the difference in a coordinate pair rather than the midpoint
2103,Believes h in the formula for area of a trapezium stands for half the sum of the parallel sides
2047,Believes infinite gradient is not possible in real life. 
1428,"Does not understand the meaning of ""value"""
242,Thinks the hundred thousands column is the ten thousands column
1016,Confuses the hundreds and hundred thousands place value columns
2090,Finds the area of the whole grid instead of the shaded shape
496,"When subtracting decimals with a different number of decimals, subtracts one digit from more than one column"
1113,"When substituting a value into a non-linear term with a coefficient, multiplies by the coefficient then calculates the power."
64,Mixes up squaring and multiplying by 4
393,Believes adding coordinates of endpoint and midpoint of a line will give the other endpoint
820,Does not know that you can leave a fraction in improper form
281,Thinks that if two lines do not intersect on a diagram then they will never intersect and are therefore parallel
2317,"When asked for the next term in the sequence subtracts one from the last term given, despite the sequence not going down in ones."
933,Does not know the meaning of corresponding
962,Thinks 1 cubic metre = 1000 cubic centimetres
2371,Believes a direct proportion graph is a horizontal line
300,Believes a direct proportion graph does not have to start at the origin
965,Adds the numerators when working out a combined probability
621,Believes the negative of a positive squared (where there are no brackets) gives a positive answer
2280,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line"
284,Believes the gradient of a speed-time graph is the speed
1559,Believes a downward slope on a speed-time graph shows positive acceleration
866,Believes that the y intercept is where y = 0
1642,"When adding roots, adds the numbers under the roots"
524,Does not understand square root
162,Uses first term as numerical part of nth term rule
941,Does not recognise that subtracting a larger number from a smaller number will give a negative answer
1224,Does not understand the diagram given in the question
292,Converts fraction to percentage by putting % sign after the denominator
400,Thinks multiplying a variable by a number is the same as raising that variable to the power of that number
1114,Believes they can change the subject of a formula just by swapping two letters
245,Does not realise that to maintain balance in an equation they must add or subtract the same amount from both sides
2456,Finds the mode rather than the range
1349,Does not include negative numbers when calculating a range
1500,"When calculating a scale factor, thinks the division is the other way around."
2442,"When calculating a scale factor, multiplies instead of dividing."
1258,"When calculating a scale factor, thinks they need to subtract rather than divide."
95,Does not know about the + notation for directions in rotations
