,MisconceptionId,MisconceptionName,response
812,812,When dividing numbers with the same base correctly subtracts the powers but divides the base numbers.,"<Construct Name>Division law of exponents with positive integer powers and the same base number</Construct Name>  
<Subject Name>Exponents and Powers in Algebra</Subject Name>  
<Question>Simplify the expression:
\[
4^{11} \div 4^{5}
\]</Question>  
<Correct Answer>\(4^{6}\)</Correct Answer>  
<Incorrect Answer>\(1^{6}\)</Incorrect Answer>  
"
813,813,Believes parallel is the term used to describe two lines at right angles,"<Construct Name> Understanding the relationship between lines </Construct Name>
<Subject Name> Geometry </Subject Name>
<Question> Determine if the following lines are parallel, perpendicular, or neither: Line 1: y = 2x + 3, Line 2: y = -0.5x + 1. </Question>
<Correct Answer> perpendicular </Correct Answer>
<Incorrect Answer> parallel </Incorrect Answer>
"
814,814,Confuses circumference and radius,"<Construct Name>Calculating Circle Measurements</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>A circle has a diameter of 10 cm. Calculate its circumference.</Question>
<Correct Answer>The circumference is calculated using the formula \(C = \pi \times \text{diameter} = \pi \times 10 = 31.4 \, \text{cm}.\)</Correct Answer>
<Incorrect Answer>The incorrect solution arises from thinking the radius was needed: \(C = \pi \times \text{radius} = \pi \times 5 = 15.7 \, \text{cm}.\)</Incorrect Answer>
"
815,815,Counts in the wrong direction on a number line,"<Construct Name>Comparing and ordering fractions</Construct Name>
<Subject Name>Fractions and Decimals</Subject Name>
<Question>Arrange the fractions in ascending order: \( \frac{2}{3}, \frac{1}{2}, \frac{3}{4}, \frac{5}{6} \).</Question>
<Correct Answer>The fractions in ascending order are: \( \frac{1}{2}, \frac{2}{3}, \frac{3}{4}, \frac{5}{6} \).</Correct Answer>
<Incorrect Answer>The fractions in ascending order are: \( \frac{5}{6}, \frac{3}{4}, \frac{2}{3}, \frac{1}{2} \).</Incorrect Answer>
"
816,816,Only counts visible faces,"<Construct Name>Count the number of faces of 3D objects</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>A cube is drawn such that three of its faces are visible from a particular viewpoint. How many faces does the cube have in total?</Question>  
<Correct Answer>The cube has 6 faces in total.</Correct Answer>  
<Incorrect Answer>The cube has 3 faces in total.</Incorrect Answer>  
"
817,817,Believes adding numbers together gives the highest common factor,"<Construct Name>Greatest Common Factor (GCF) </Construct Name>  
<Subject Name>Number Theory </Subject Name>  
<Question>David and Maria are comparing the numbers 12 and 30. They want to find the greatest common factor of these two numbers.  

David suggests adding the two numbers together to get 42 as the GCF.  
Maria thinks the GCF is something else.  

What is the correct greatest common factor of 12 and 30? Which is correct? David or Maria? </Question>  
<Correct Answer>The correct greatest common factor is 6. Maria is correct if she arrives at this answer. </Correct Answer>  
<Incorrect Answer>The greatest common factor is 42, and David is correct. </Incorrect Answer>  
"
818,818,Believes the median is the category with the median frequency,"<Construct Name>Finding the median in a frequency distribution </Construct Name>  
<Subject Name>Statistics </Subject Name>  
<Question>Emily is analyzing the data of her classmates' favorite fruit preferences. The data is as follows:

- Apples: 15
- Bananas: 10
- Oranges: 12
- Grapes: 8
- Mangoes: 5

Emily's task is to determine the median fruit preference. What is the correct median? </Question>  
<Correct Answer>The median is Oranges. First, list the preferences in numerical order: 5 (Mangoes), 8 (Grapes), 10 (Bananas), 12 (Oranges), 15 (Apples). The median is 12 (Oranges), the middle value. </Correct Answer>  
<Incorrect Answer>The median is Bananas. Emily mistakenly identified Bananas because it has the median frequency in the sorted list: 5 (Mangoes), 8 (Grapes), 10 (Bananas), 12 (Oranges), 15 (Apples). She incorrectly believed Bananas, being in the middle of this frequency list, was the correct median. </Incorrect Answer>  
"
819,819,"When drawing a cumulative frequency diagram, thinks you plot the upper bound of the class intervals on the vertical axis","<Construct Name>Cumulative Frequency Distribution </Construct Name>  
<Subject Name>Statistics and Probability </Subject Name>  
<Question>Given the following distribution of students' scores in a test, plot the cumulative frequency diagram.

\[
\begin{array}{|c|c|}
\hline
\text{Score Interval} & \text{Frequency} \\
\hline
0-10 & 3 \\
11-20 & 8 \\
21-30 & 12 \\
31-40 & 5 \\
41-50 & 2 \\
\hline
\end{array}
\]

Use the class intervals to determine how to plot the cumulative frequency graph.   </Question>  
<Correct Answer>First, find the cumulative frequency:

\[
\begin{array}{|c|c|c|}
\hline
\text{Score Interval} & \text{Frequency} & \text{Cumulative Frequency} \\
\hline
0-10 & 3 & 3 \\
11-20 & 8 & 11 \\
21-30 & 12 & 23 \\
31-40 & 5 & 28 \\
41-50 & 2 & 30 \\
\hline
\end{array}
\]

Now, plot the cumulative frequency against the upper bound of each class interval:

- Plot at (10, 3)
- Plot at (20, 11)
- Plot at (30, 23)
- Plot at (40, 28)
- Plot at (50, 30)

The correct graph should display the cumulative frequency along the vertical axis, and the upper bounds on the horizontal axis.   </Correct Answer>  
<Incorrect Answer>The incorrect approach involves plotting the intervals themselves on the vertical axis. A student might plot incorrectly by placing the upper bound of ranges themselves on the vertical axis, which does not make sense in the context of a cumulative frequency curve. For example, plotting:

- (3, 10)
- (11, 20)
- (23, 30)
- (28, 40)
- (30, 50)

This error confuses the whole concept of constructing the cumulative frequency on a graph, thus misrepresenting the data visually and conceptually.   </Incorrect Answer>  
"
820,820,Does not know that you can leave a fraction in improper form,"<Construct Name>Expression with fractions resulting in improper fractions </Construct Name>
<Subject Name>Arithmetic of Fractions </Subject Name>
<Question>Sam was asked to simplify the expression: \( \frac{17}{5} + \frac{8}{5} \). What should he write as his final answer? </Question> 
<Correct Answer>Sam should write the final answer as \( \frac{25}{5} \) or simplify it further to \( 5 \), but \( \frac{25}{5} \) is acceptable if the question doesn't require further simplification.</Correct Answer>
<Incorrect Answer>Sam should convert \( \frac{25}{5} \) into a mixed number, which is 5, without realizing that improper fractions are perfectly acceptable if not specified otherwise.</Incorrect Answer>
"
821,821,Mistakes rotations for translations,"<Construct Name>Transformation of points or figures</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>Consider a triangle \( \triangle ABC \) with vertices \( A(1, 2), B(3, 4), C(5, 2) \). Perform a rotation of the triangle \( 90^{\circ} \) counterclockwise about the origin. What mistake might occur if the transformation is misunderstood?</Question>  
<Correct Answer>The correct transformation involves rotating each point \( 90^{\circ} \) counterclockwise about the origin. The new points should be: \( A'(-2, 1), B'(-4, 3), C'(-2, 5) \). This is achieved by applying the rotation matrix \( \begin{bmatrix} 0 & -1 \\ 1 & 0 \end{bmatrix} \) to each point.</Correct Answer>  
<Incorrect Answer>The mistake involves translating each point instead of rotating it, which might result in moving each point by a vector (2, 2), transforming them to new points: \( A''(3, 4), B''(5, 6), C''(7, 4) \). This reflects a simple translation, not taking into account the rotation about the origin.</Incorrect Answer>
"
822,822,"When rounding, believes that if the number, after the required degree of accuracy, is a 5 or below you round down","<Construct Name>Rounding Numbers to a Specific Place Value </Construct Name>
<Subject Name>Number Operations </Subject Name>
<Question>Round \( 7.65 \) to 1 decimal place. </Question>
<Correct Answer> \( 7.7 \) </Correct Answer>
<Incorrect Answer> \( 7.6 \) </Incorrect Answer>
"
823,823,Assumes they multiply by the numerator of fractional index,"<Construct Name>Raise a variable to a positive non-unit fraction power </Construct Name>
<Subject Name>Laws of Indices </Subject Name>
<Question>\( (64x^2)^{\frac{3}{2}}=? \) </Question> 
<Correct Answer>\( 512x^3 \) </Correct Answer>
<Incorrect Answer>\( 96x^3 \) </Incorrect Answer>
"
824,824,"Believes rounding to 1 decimal pleace means rounding to the nearest integer, regardless of the value of the number","<Construct Name>Rounding to one decimal place when given a decimal number</Construct Name>
<Subject Name>Number Rounding</Subject Name>
<Question>Round the number 5.47 to one decimal place.</Question>
<Correct Answer>\( 5.5 \)</Correct Answer>
<Incorrect Answer>\( 5 \)</Incorrect Answer>
"
825,825,"thinks when writing a mixed number fraction as an improper fraction, you need to multiply the denominator by the whole ","<Construct Name>Conversion of Mixed Numbers to Improper Fractions </Construct Name>
<Subject Name>Fractions </Subject Name>
<Question>Convert the mixed number \(2\frac{3}{4}\) into an improper fraction. </Question>
<Correct Answer>\(\frac{11}{4}\) </Correct Answer>
<Incorrect Answer>\(\frac{6}{4}\) </Incorrect Answer>
"
826,826,Confuses intersection and universal set,"<Construct Name>Understanding the difference between intersection and universal set in set theory </Construct Name>
<Subject Name>Set Theory </Subject Name>
<Question>Given the universal set \( U = \{1, 2, 3, 4, 5, 6, 7\} \) and two subsets \( A = \{2, 4, 6\} \) and \( B = \{1, 2, 3, 4\} \), what is \( A \cap B \)? </Question>
<Correct Answer>\( A \cap B = \{2, 4\} \) </Correct Answer>
<Incorrect Answer>\( A \cap B = \{1, 2, 3, 4, 5, 6, 7\} \) </Incorrect Answer>
"
827,827,Believes when frequencies multiply by a scale factor in a table the mode also multiplies by that scale factor,"<Construct Name>Understanding how scaling affects statistical measures such as mode</Construct Name>  
<Subject Name>Statistics and Probability</Subject Name>  
<Question>Given the following data set of exam scores: \( \{4, 4, 7, 7, 7, 10\} \), the mode is the most frequent score, which is 7. If each frequency in this data set is multiplied by a scale factor of 2, what is the new mode?</Question>  
<Correct Answer>The correct mode, 7, remains unchanged.</Correct Answer>  
<Incorrect Answer>The incorrect mode, resulting from the misconception, is \( 14 \).</Incorrect Answer>
"
828,828,Adds when calculating area instead of multiplying,"<Construct Name>Calculate the area of a rectangle using given dimensions in square units </Construct Name>  
<Subject Name>Area of Simple Shapes </Subject Name>  
<Question>What is the area of a garden plot that is 7 meters by 9 meters?</Question>  
<Correct Answer>\( 63 \mathrm{~m}^{2} \) </Correct Answer>  
<Incorrect Answer>\( 16 \mathrm{~m}^{2} \) </Incorrect Answer>  

Misconception: Adds when calculating area instead of multiplying 

You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems.  
Your task is to:

1. Speculate on what type of math problems this misconception might occur in, providing:
   - **Construct Name**: The mathematical construct or concept involved
   - **Subject Name**: The subject or sub-field of mathematics
2. Creatively design a possible math problem that could lead to the given misconception.
3. Provide:
   - The correct solution to the problem.
   - The incorrect solution that results from the misunderstanding.
   
Each output field must be between <tag> INSERT TEXT HERE </tag>. Output:
"
829,829,Estimates angle rather than calculating,"<Construct Name>Trigonometric Ratios in Right Triangles</Construct Name>  
<Subject Name>Trigonometry</Subject Name>  
<Question>Given a right triangle where one of the angles is \( 60^{\circ} \), and the side opposite this angle is \( 8 \) units long, calculate the length of the hypotenuse.</Question>  
<Correct Answer>The hypotenuse is \( 16 \) units. This is calculated using the sine ratio \(\sin(60^{\circ}) = \frac{\text{opposite}}{\text{hypotenuse}} \Rightarrow \frac{\sqrt{3}}{2} = \frac{8}{\text{hypotenuse}} \Rightarrow \text{hypotenuse} = \frac{8 \times 2}{\sqrt{3}} \approx 16\).</Correct Answer>  
<Incorrect Answer>The student estimates the angle visually to be \( 45^{\circ} \), thus calculates the hypotenuse using \(\sin(45^{\circ}) = \frac{\sqrt{2}}{2}\) leading to \(\text{hypotenuse} = \frac{8 \times 2}{\sqrt{2}} \approx 11.31\), which is incorrect.</Incorrect Answer>
"
830,830,Gives an example of a factor instead of counting how many total factors a number has,"<Construct Name>Factors and Multiples</Construct Name>
<Subject Name>Number Theory</Subject Name>
<Question>How many positive factors does the number 12 have?</Question> 
<Correct Answer>The number 12 has 6 positive factors, which are 1, 2, 3, 4, 6, and 12.</Correct Answer>
<Incorrect Answer>The number 12 has 2 as one of its factors.</Incorrect Answer>
"
831,831,Thinks subtraction calculates how many in ,"<Construct Name>Division and Remainders in Word Problems</Construct Name>  
<Subject Name>Arithmetic Applications</Subject Name>  
<Question>Emily has 15 strawberries. She wants to distribute them equally in baskets, with each basket containing 4 strawberries. How many baskets can she fill completely?</Question>  
<Correct Answer>3 baskets, with 3 strawberries left over.</Correct Answer>  
<Incorrect Answer>11 baskets</Incorrect Answer>  
"
832,832,Believes that a fraction with equal numerator and denominator cancels to 0,"<Construct Name>Simplifying rational expressions</Construct Name>  
<Subject Name>Algebra</Subject Name>  
<Question>Simplify the expression: \(\frac{5x}{5x}\).</Question>  
<Correct Answer>The expression simplifies to \(1\).</Correct Answer>  
<Incorrect Answer>The expression simplifies to \(0\).</Incorrect Answer>  
"
833,833,"When calculating perimeter, multiplies instead of adds","<Construct Name>Perimeter calculation involving polygons</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>Consider a triangle with sides of length 3, 4, and 5. What is the perimeter of the triangle?</Question>  
<Correct Answer>12</Correct Answer>  
<Incorrect Answer>60</Incorrect Answer>  

<Construct Name>Finding perimeter of complex shapes</Construct Name>  
<Subject Name>Geometry and Algebra</Subject Name>  
<Question>Determine the perimeter of an isosceles trapezoid with a pair of equal sides having lengths of \(x\) and the two bases having lengths 2 and 4.</Question>  
<Correct Answer>\(2x + 6\)</Correct Answer>  
<Incorrect Answer>\(8x\)</Incorrect Answer>  

<Construct Name>Understanding perimeter in word problems</Construct Name>  
<Subject Name>Mathematical Word Problems</Subject Name>  
<Question>A farmer wants to build a fence around a rectangular garden that is 20 meters long and 10 meters wide. What is the total length of the fence required?</Question>  
<Correct Answer>60 meters</Correct Answer>  
<Incorrect Answer>200 meters</Incorrect Answer>  

<Construct Name>Illustrating perimeter in terms of expressions</Construct Name>  
<Subject Name>Algebraic Expressions in Geometry</Subject Name>  
<Question>Write an expression for the perimeter of a square if each side measures \(s\).</Question>  
<Correct Answer>\(4s\)</Correct Answer>  
<Incorrect Answer>\(s^2\)</Incorrect Answer>  
"
834,834,"When asked for the next term in the sequence adds one to the last term given, despite the sequence not going up in ones.","<Construct Name>Identify and extend geometric sequences </Construct Name>  
<Subject Name>Geometric Sequences </Subject Name>  
<Question>What is the next term of this geometric sequence?  
\[ 
2, 6, 18, 54, \ldots 
\] </Question>  
<Correct Answer>\( 162 \) </Correct Answer>  
<Incorrect Answer>\( 55 \) </Incorrect Answer>  

Misconception: When asked for the next term in the sequence adds one to the last term given, despite the sequence not going up in ones. 

You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems. 
Your task is to:

1. Speculate on what type of math problems this misconception might occur in, providing:
   - **Construct Name**: The mathematical construct or concept involved
   - **Subject Name**: The subject or sub-field of mathematics
2. Creatively design a possible math problem that could lead to the given misconception.
3. Provide:
   - The correct solution to the problem.
   - The incorrect solution that results from the misunderstanding.
"
835,835,Confuses a formula with an equation,"<Construct Name>Identify and differentiate between formulas and equations </Construct Name>  
<Subject Name>Algebra </Subject Name>  
<Question>What is the appropriate term to describe the following: \(\text{Force} = \text{mass} \times \text{acceleration} \)? </Question>  
<Correct Answer>Formula </Correct Answer>  
<Incorrect Answer>Equation </Incorrect Answer>  
"
836,836,Believes the mean is the middle number,"<Construct Name>Calculate the mean as an average from a list of data </Construct Name>  
<Subject Name>Averages (mean, median, mode) from a List of Data </Subject Name>  
<Question>Without using a calculator, what is the mean of the following numbers?

\[  
5, 8, 12, 8, 7  
\] </Question>  
<Correct Answer>A number around \( 8 \) </Correct Answer>  
<Incorrect Answer>\( 8 \) </Incorrect Answer>  

Misconception: Believes the mean is the middle number 

You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems.  
Your task is to:  

1. Speculate on what type of math problems this misconception might occur in, providing:  
   - **Construct Name**: The mathematical construct or concept involved  
   - **Subject Name**: The subject or sub-field of mathematics  
2. Creatively design a possible math problem that could lead to the given misconception.  
3. Provide:  
   - The correct solution to the problem.  
   - The incorrect solution that results from the misunderstanding.  

Each output field must be between <tag> INSERT TEXT HERE </tag>.
"
837,837,Believes that rounding parts of a fraction in different directions means the answer will be the same. ,"<Construct Name>Estimating fractions by rounding numerators and denominators to whole numbers</Construct Name>  
<Subject Name>Rounding and Estimation in Fractions</Subject Name>  
<Question>Estimate the value of the fraction \(\frac{37}{62}\) by rounding the numerator and denominator to the nearest whole number.</Question>  
<Correct Answer>One possible estimate is \(\frac{40}{60}\), which simplifies to \(\frac{2}{3}\).</Correct Answer>  
<Incorrect Answer>The estimate \(\frac{35}{60}\), which simplifies to \(\frac{7}{12}\).</Incorrect Answer>  
"
838,838,"When factorising a quadratic without a non variable term, tries to double bracket factorise","<Construct Name>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)</Construct Name>
<Subject Name>Factorising into a Single Bracket</Subject Name>
<Question>Factorise this expression, if possible:
\(
x^{2}-25x
\)
</Question>
<Correct Answer>\( x(x-25) \)</Correct Answer>
<Incorrect Answer>\( (x-5)(x+5) \)</Incorrect Answer>
"
839,839,"When dividing by a non unit fraction, thinks you multiply by the reciprocal of the corresponding unit fraction rather than the fraction given. ","<Construct Name>Divide proper fractions in the form: Proper fraction ÷ Fraction </Construct Name>  
<Subject Name>Dividing Fractions </Subject Name>  
<Question>What is \( \frac{4}{7} \div \frac{2}{3} \) ? </Question>  
<Correct Answer>\( \frac{4}{7} \times \frac{3}{2} = \frac{12}{14} = \frac{6}{7} \) </Correct Answer>  
<Incorrect Answer>\( \frac{4}{7} \times \frac{1}{2} = \frac{4}{14} = \frac{2}{7} \) </Incorrect Answer>  
"
840,840,Does not understand the place value of answers from a Napier's bones calculation,"<Construct Name>Multiply 3 digit integers by 2 digit integers using Napier’s bones </Construct Name>  
<Subject Name>Written Multiplication </Subject Name>  
<Question>Linda is using Napier's bones to solve the multiplication problem \( 478 \times 84 \). She has arranged the bones correctly, but is unsure of the place value of a specific digit in her diagram. What number does the circled digit represent? ![A Napier's bones grid is illustrated, with 478 along the top and 84 down the side. From left to right on the top row, with / indicating a diagonal line through the box, the boxes read 3/8, 5/6, 2/5. From left to right on the bottom row, the boxes read 1/4, 3/2, 3/4. The digit 8 is circled in the first box of the top row, which is in the column under the 4 of 478 and the row along from the 8 of 84.]() </Question>  
<Correct Answer>\( 800 \) </Correct Answer>  
<Incorrect Answer>\( 80 \) </Incorrect Answer>  
"
841,841,Does not subtract 2 from the number of sides when finding the sum of interior angles,"<Construct Name>Calculating the sum of the interior angles of a polygon</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>Calculate the sum of the interior angles of a hexagon.</Question>  
<Correct Answer>The formula for the sum of the interior angles of a polygon is \((n-2) \times 180^\circ\), where \(n\) is the number of sides. For a hexagon, \(n = 6\). Therefore, the sum is \((6-2) \times 180^\circ = 4 \times 180^\circ = 720^\circ\).</Correct Answer>  
<Incorrect Answer>By misunderstanding, one might ignore the \(-2\) in the formula and calculate \(6 \times 180^\circ = 1080^\circ\).</Incorrect Answer>  
"
842,842,Confuses the calculations for HCF and LCM,"<Construct Name>Using prime factorization to differentiate between Highest Common Factor and Lowest Common Multiple </Construct Name>
<Subject Name>Number Theory </Subject Name>
<Question>Given the numbers \( 24 \) and \( 60 \), use their prime factorizations to find the Lowest Common Multiple (LCM). The prime factorization of \( 24 \) is \( 2^3 \times 3 \) and for \( 60 \), it is \( 2^2 \times 3 \times 5 \). What is the LCM?</Question> 
<Correct Answer>\( 2^3 \times 3 \times 5 = 120 \) </Correct Answer>
<Incorrect Answer>\( 2^2 \times 3 = 12 \) </Incorrect Answer>
"
843,843,Does not see fraction diagrams as equivalent if the shading is in a different pattern,"<Construct Name>Identify equivalent fractions when presented as shapes or objects </Construct Name>  
<Subject Name>Equivalent Fractions </Subject Name>  
<Question>By comparing the fraction of the rectangle that is shaded in each diagram, decide which is the odd one out? </Question>  
<Correct Answer>![A rectangle with 8/12 shaded in purple]() </Correct Answer>  
<Incorrect Answer>![A rectangle with 9/12 shaded in green]() </Incorrect Answer>  
"
844,844,Thinks there are 100mm in a metre,"<Construct Name>Length Conversion and Units of Measurement</Construct Name>  
<Subject Name>Measurement and Geometry</Subject Name>  
<Question>If a rope is 2.5 meters long, how many millimeters is it?</Question>  
<Correct Answer>2500 mm</Correct Answer>  
<Incorrect Answer>250 mm</Incorrect Answer>  
"
845,845,Believes they can find the nth term based on the first term only,"<Construct Name>Arithmetic Sequences</Construct Name>

<Subject Name>Sequences and Series</Subject Name>

<Question>Given that the first term of an arithmetic sequence is 3, what is the 10th term of the sequence if the common difference is 5?</Question>

<Correct Answer>The 10th term is found by using the formula for the nth term of an arithmetic sequence: \( a_n = a_1 + (n-1)d \). Here, \( a_1 = 3 \), \( d = 5 \), and \( n = 10 \). So, the 10th term is \( 3 + (10-1) \times 5 = 3 + 45 = 48 \).</Correct Answer>

<Incorrect Answer>The 10th term is mistakenly assumed to be the same as the first term, so the answer given is 3.</Incorrect Answer>
"
846,846,Thinks there are 1000ml in a centilitre,"<Construct Name>Understanding metric units for volume</Construct Name>

<Subject Name>Measurement and Conversion</Subject Name>

<Question>How many milliliters (ml) are there in 3 centiliters (cl)?</Question>

<Correct Answer>30 ml</Correct Answer>

<Incorrect Answer>3000 ml</Incorrect Answer>
"
847,847,Thinks they can convert a 2 digit percentage to a fraction by writing one number over the other.,"<Construct Name>Convert two digit integer percentages to fractions </Construct Name>
<Subject Name>Converting between Fractions and Percentages </Subject Name>
<Question>Convert this percentage to a fraction
\( 84 \% \) </Question> 
<Correct Answer>\( \frac{21}{25} \) </Correct Answer>
<Incorrect Answer>\( \frac{8}{4} \) </Incorrect Answer>
"
848,848,Believes when simplifying a fraction you can divide the numerator and denominator by different values,"<Construct Name>Multiply fractions within algebraic expressions and simplify </Construct Name>
<Subject Name>Algebraic Fractions </Subject Name>
<Question>Simplify the expression:
\(
\frac{6x}{9} \times \frac{3}{15}
\) </Question>
<Correct Answer>\( \frac{2x}{15} \) </Correct Answer>
<Incorrect Answer>\( \frac{2x}{45} \) </Incorrect Answer>
"
849,849,Thinks the nth term is when the value of the term is n,"<Construct Name>Identifying the nth Term in a Sequence</Construct Name>
<Subject Name>Sequences and Series</Subject Name>
<Question>Consider the sequence: 3, 6, 9, 12, ... What is the value of the 5th term?</Question>
<Correct Answer>The 5th term is 15, since the sequence is an arithmetic sequence with a common difference of 3. Thus, \(a_n = 3n\), and for \(n = 5\), \(a_5 = 3 \times 5 = 15\).</Correct Answer>
<Incorrect Answer>The 5th term is 5. The student mistaken this as the value at the nth position.</Incorrect Answer>
"
850,850,Thinks there are 10mm in a metre,"<Construct Name>Unit Conversion</Construct Name>
<Subject Name>Measurement</Subject Name>
<Question>Convert 2.5 meters into millimeters.</Question>
<Correct Answer>2500 mm</Correct Answer>
<Incorrect Answer>25 mm</Incorrect Answer>
"
851,851,Thinks a negative x value in a column vector means to move right rather than left ,"<Construct Name>Translation of points using vectors</Construct Name>  
<Subject Name>Coordinate Geometry</Subject Name>  
<Question>A point is initially located at (2, 4). It is translated using the vector \( \left(\begin{array}{c} -6 \\ 2 \end{array}\right) \). What is the x-coordinate of the point after the translation? </Question>  
<Correct Answer>\( -4 \) </Correct Answer>  
<Incorrect Answer>\( 8 \) </Incorrect Answer>  
"
852,852,Thinks there are 100 mg in a gram,"<Construct Name>Convert between g and mg </Construct Name>  
<Subject Name>Weight Units </Subject Name>  
<Question>\( 45 \) grams = \(\bigstar \) milligrams What should replace the star? </Question>  
<Correct Answer>\( 45000 \) </Correct Answer>  
<Incorrect Answer>\( 4500 \) </Incorrect Answer>  
"
853,853,Does not know how to check tessellation,"<Construct Name>Understanding and recognizing tessellations</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>Consider a regular hexagon and a regular pentagon. Do these shapes tessellate the plane? Justify your answer.</Question>
<Correct Answer>The regular hexagon tessellates the plane because the internal angle of a regular hexagon (120 degrees) is a divisor of 360 degrees, meaning they fit together without gaps. However, a regular pentagon does not tessellate the plane because its internal angle (108 degrees) is not a divisor of 360 degrees, leading to gaps when trying to tile the plane.</Correct Answer>
<Incorrect Answer>Both the regular hexagon and the regular pentagon tessellate the plane because they are both made of equal sides and angles, so they can fit together without gaps.</Incorrect Answer>
"
854,854,Divided by 100 rather than multiplied by 100,"<Construct Name>Converting Percentages to Whole Numbers </Construct Name>
<Subject Name>Basic Arithmetic and Percentage Calculations </Subject Name>
<Question>A shirt is originally priced at $50. During a sale, the price is increased by 25%. What is the new price of the shirt? </Question>
<Correct Answer>The new price is $50 + (25% of $50) = $50 + (25/100 * $50) = $50 + $12.50 = $62.50. </Correct Answer>
<Incorrect Answer>The new price is $50 + (25% of $50) = $50 + ($50 / 25) = $50 + $2 = $52. </Incorrect Answer>
"
855,855,Believes integers can have decimal places,"<Construct Name>Identifying and differentiating between whole numbers and decimal numbers</Construct Name>  
<Subject Name>Number System and Properties</Subject Name>  
<Question>If you have 5.5 apples and give away 2 apples, how many whole apples do you have left?</Question>  
<Correct Answer>You have 3 whole apples after giving away 2 apples. The 0.5 does not count as a whole apple.</Correct Answer>  
<Incorrect Answer>You have 3.5 apples left. Since 5.5 is an integer, you subtract 2 from it directly.</Incorrect Answer>  
"
856,856,"When asked to shade a fraction of a shape, gives the total number of parts rather than the number to be shaded.","<Construct Name>Understanding and Representing Fractions</Construct Name>  
<Subject Name>Fractions and Visual Representation</Subject Name>  
<Question>If a shape is divided into 8 equal parts and you are asked to shade \(\frac{3}{8}\) of the shape, how many parts should you shade?</Question>  
<Correct Answer>You should shade 3 out of the 8 equal parts.</Correct Answer>  
<Incorrect Answer>The total number of parts, which is 8.</Incorrect Answer>  
"
857,857,"When the unknown (e.g. x) in an equation is a denominator, gives the value of 1/x rather than x as the answer","<Construct Name>Solving equations involving fractions and rational expressions</Construct Name>
<Subject Name>Algebra</Subject Name>
<Question>If \(\frac{1}{x} = \frac{1}{3}\), what is the value of \(x\)?</Question>
<Correct Answer>x = 3</Correct Answer>
<Incorrect Answer>x = \frac{1}{3}</Incorrect Answer>
"
858,858,Believes splitting a multiplication using the distributive property is the same as splitting it into factors,"<Construct Name>Distributive Property of Multiplication over Addition</Construct Name>

<Subject Name>Algebra and Elementary Arithmetic</Subject Name>

<Question>Simplify the expression using the distributive property: \( 8 \times 15 \). Write your answer as a sum of two products.</Question>

<Correct Answer>\( 8 \times 15 = (8 \times 10) + (8 \times 5) = 80 + 40 = 120 \)</Correct Answer>

<Incorrect Answer>\( 8 \times 15 = (4 \times 15) \times (2 \times 15) = 60 \times 30 = 1800 \)</Incorrect Answer>
"
859,859,Believes they can factorise a difference of two squares by placing the constant in both brackets without square rooting,"<Construct Name>Factorisation of a difference of squares </Construct Name>
<Subject Name>Algebra </Subject Name>
<Question>Simplify the expression \( x^2 - 16 \) by factorising it. </Question>
<Correct Answer>\((x + 4)(x - 4)\) </Correct Answer>
<Incorrect Answer>\((x + 16)(x - 16)\) </Incorrect Answer>
"
860,860,Mixes up clockwise and anticlockwise,"<Construct Name>Transformation of a given point around a circle defined by compass directions</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>Theresa is moving a ship on an ocean map. She wants to move from point \( C \) located at \( (0,4) \) facing North to face West. How many degrees should she rotate the ship anticlockwise?</Question>
<Correct Answer>\( 90^{\circ} \)</Correct Answer>
<Incorrect Answer>\( 270^{\circ} \)</Incorrect Answer>
"
861,861,Reads a power as a normal digit,"<Construct Name>Understanding and computing exponents (powers) </Construct Name>
<Subject Name>Exponents and Powers </Subject Name>
<Question>Evaluate the expression \(3^4\). </Question> 
<Correct Answer>\( 3^4 = 3 \times 3 \times 3 \times 3 = 81 \) </Correct Answer>
<Incorrect Answer>\( 3^4 = 34 \) </Incorrect Answer>
"
