,MisconceptionId,MisconceptionName,response
179,179,Does not understand the difference between a value on a graph and the gradient of a graph,"Misconception: Does not understand the difference between a value on a graph and the gradient of a graph

<Construct Name>Determine the instantaneous rate of change from a position-time graph</Construct Name>
<Subject Name>Kinematics: Differentiating Position and Velocity</Subject Name>
<Question>A graph depicts the position, \( s \) meters, of a car over time, \( t \) seconds. At \( t = 4 \) seconds, the car is at position \( s = 80 \) meters. The tangent to the curve at this point passes through the coordinates \( (3, 60) \) and \( (5, 100) \).

What is the gradient of the position-time graph at \( t = 4 \) seconds?

(A) \( 20 \, \text{m/s} \)  
(B) \( 80 \, \text{m} \)  
(C) \( 40 \, \text{m/s} \)  
(D) \( 100 \, \text{m/s} \)  
</Question>
<Correct Answer>(A) \( 20 \, \text{m/s} \)</Correct Answer>
<Incorrect Answer>(B) \( 80 \, \text{m} \)</Incorrect Answer>
"
180,180,Writes the digit 3 times instead of cubing,"Misconception: Writes the digit 3 times instead of cubing

<Construct Name>Compute the cube of a number by applying exponentiation</Construct Name>
<Subject Name>Exponents and Powers</Subject Name>
<Question>What is the cube of 6?

A) 216  
B) 666  
C) 36  
D) 18  
</Question>
<Correct Answer>A) 216</Correct Answer>
<Incorrect Answer>B) 666</Incorrect Answer>
"
181,181,Assumes a ratio is part to part instead of part to whole,"**Misconception**: Assumes a ratio is part to part instead of part to whole

<Construct Name>Compare ratios as part-to-whole and part-to-part</Construct Name>
<Subject Name>Ratios and Proportions</Subject Name>
<Question>A box contains 40 chocolates. The ratio of dark chocolates to the total number of chocolates is 3:5. How many dark chocolates are in the box?

A) 24  
B) 15  
C) 18  
D) 20</Question>
<Correct Answer>A) 24</Correct Answer>
<Incorrect Answer>B) 15</Incorrect Answer>
"
182,182,Believes parallel lines have gradients of opposite signs,"**Misconception**: Believes parallel lines have gradients of opposite signs

<Construct Name>Identifying Parallel Lines Based on Gradient</Construct Name>
<Subject Name>Analytic Geometry</Subject Name>
<Question>
A line \( L \) has a gradient of \( 8 \). Which of the following lines is parallel to line \( L \)?

A) Line \( M \): \( y = -8x + 5 \)

B) Line \( N \): \( y = \frac{1}{8}x - 3 \)

C) Line \( O \): \( y = 8x + 2 \)

D) Line \( P \): \( y = -\frac{1}{8}x + 4 \)

</Question>
<Correct Answer>C) Line \( O \): \( y = 8x + 2 \)</Correct Answer>
<Incorrect Answer>A) Line \( M \): \( y = -8x + 5 \)</Incorrect Answer>
"
183,183,Has confused cube numbers with prime numbers,"**Misconception:** Has confused cube numbers with prime numbers

<Construct Name>Differentiate between prime numbers and cube numbers</Construct Name>
<Subject Name>Number Theory: Prime Numbers and Perfect Cubes</Subject Name>
<Question>Which of the following numbers is a prime number?</Question>
A) 8  
B) 27  
C) 17  
D) 64  
<Correct Answer>C) 17</Correct Answer>
<Incorrect Answer>B) 27</Incorrect Answer>

**Explanation:**

- **Correct Answer:**  
  **C) 17**  
  17 is a prime number because it has no positive divisors other than 1 and itself.

- **Incorrect Answer:**  
  **B) 27**  
  27 is a perfect cube (3³) but it is not a prime number since it can be divided by 1, 3, 9, and 27.
"
184,184,Believes the space diagonal is the same length as the diagonal on the bottom face of a cuboid,"Misconception: Believes the space diagonal is the same length as the diagonal on the bottom face of a cuboid

<Construct Name>Calculate the Space Diagonal of a Cuboid</Construct Name>
<Subject Name>Three-Dimensional Geometry</Subject Name>
<Question>A rectangular prism has a length of 6 cm, a width of 8 cm, and a height of 10 cm. What is the length of the space diagonal of the prism?

A) 10 cm  
B) 14 cm  
C) 16 cm  
D) 19.7 cm  
</Question>
<Correct Answer>D) 19.7 cm</Correct Answer>
<Incorrect Answer>A) 10 cm</Incorrect Answer>
"
185,185,Thinks a positive y value in a column vector means to move down rather than up ,"**Misconception**: Thinks a positive y value in a column vector means to move down rather than up

<Construct Name>Graphing Vector Translations in the Coordinate Plane</Construct Name>
<Subject Name>Vectors and Coordinate Geometry</Subject Name>
<Question>Given the vector \(\mathbf{v} = \begin{pmatrix} -3 \\ 6 \end{pmatrix}\), which of the following describes the correct translation of a point using this vector?</Question>
<Correct Answer>A point is moved 3 units to the left and 6 units upwards.</Correct Answer>
<Incorrect Answer>A point is moved 3 units to the left and 6 units downwards.</Incorrect Answer>
"
186,186,Does not understand the meaning of the word commutative ,"**Misconception:** Does not understand the meaning of the word commutative

<Construct Name>Understand the non-commutativity of exponentiation</Construct Name>  
<Subject Name>Order of Operations and Exponents</Subject Name>  
<Question>
Taylor claims the following:

“Calculating \( 2^5 \) gives the same result as calculating \( 5^2 \). Do you agree?”

What do you think?
</Question>  
<Correct Answer>
A. Taylor is incorrect because exponentiation is not commutative.
</Correct Answer>  
<Incorrect Answer>
A. Taylor is incorrect because exponentiation is commutative.
</Incorrect Answer>
"
187,187,Thinks there are 10cl in a litre,"**Misconception:** Thinks there are 10 cl in a litre

<Construct Name>Convert between centilitres and litres</Construct Name>
<Subject Name>Volume and Capacity Units</Subject Name>
<Question>
Emma is following a recipe that requires \( 125 \) centilitres of olive oil. How many litres of olive oil does she need to use?

\[
125 \text{ centilitres } = \bigstar \text{ litres }
\]

What should replace the star?
</Question>
<Answer Choices>
A) \( 12.5 \) litres  
B) \( 1.25 \) litres  
C) \( 0.125 \) litres  
D) \( 25 \) litres  
</Answer Choices>
<Correct Answer> B) \( 1.25 \) litres</Correct Answer>
<Incorrect Answer> D) \( 25 \) litres</Incorrect Answer>
"
188,188,Believes interquartile range is the difference between one of the quartiles and the minimum value,"Misconception: Believes interquartile range is the difference between one of the quartiles and the minimum value.

<Construct Name>Calculate and Interpret Interquartile Range</Construct Name>
<Subject Name>Statistics: Measures of Spread</Subject Name>
<Question>Emily recorded the ages of seven participants in a study: 10, 20, 30, 40, 50, 60, 70. What is the interquartile range (IQR) of these ages?

A) \(60 - 20 = 40\)

B) \(20 - 10 = 10\)

C) \(70 - 10 = 60\)

D) \(50 - 20 = 30\)</Question>
<Correct Answer>A) \(40\)</Correct Answer>
<Incorrect Answer>B) \(10\)</Incorrect Answer>
"
189,189,"When multiplying decimals, ignores place value and just multiplies the digits","**Misconception**: When multiplying decimals, ignores place value and just multiplies the digits.

---

<Construct Name>Multiply a decimal by a decimal</Construct Name>
<Subject Name>Multiplying Decimals</Subject Name>
<Question>What is \(0.6 \times 0.4\)?

A) 0.24  
B) 2.4  
C) 0.024  
D) 24  
</Question>
<Correct Answer>A) 0.24</Correct Answer>
<Incorrect Answer>B) 2.4</Incorrect Answer>

---

**Misconception**: When multiplying decimals, ignores place value and just multiplies the digits.

<Construct Name>Calculate the area of a rectangle with decimal side lengths</Construct Name>
<Subject Name>Geometry - Area Calculation</Subject Name>
<Question>If a rectangle has a length of \(0.5\) meters and a width of \(0.8\) meters, what is its area?

A) \(0.40\) square meters  
B) \(4.00\) square meters  
C) \(0.004\) square meters  
D) \(40\) square meters  
</Question>
<Correct Answer>A) \(0.40\) square meters</Correct Answer>
<Incorrect Answer>B) \(4.00\) square meters</Incorrect Answer>

---

**Misconception**: When multiplying decimals, ignores place value and just multiplies the digits.

<Construct Name>Determine the total cost with decimal pricing</Construct Name>
<Subject Name>Financial Mathematics</Subject Name>
<Question>Jane buys 3 notebooks at \$2.50 each. What is the total cost?

A) \$7.50  
B) \$75.00  
C) \$0.75  
D) \$750.00  
</Question>
<Correct Answer>A) \$7.50</Correct Answer>
<Incorrect Answer>B) \$75.00</Incorrect Answer>

---

**Misconception**: When multiplying decimals, ignores place value and just multiplies the digits.

<Construct Name>Convert decimal multiplication to fractions</Construct Name>
<Subject Name>Algebra - Fractions and Decimals</Subject Name>
<Question>What is \(0.2 \times 0.3\) expressed as a decimal?

A) \(0.06\)  
B) \(6.00\)  
C) \(0.006\)  
D) \(60.00\)  
</Question>
<Correct Answer>A) \(0.06\)</Correct Answer>
<Incorrect Answer>B) \(6.00\)</Incorrect Answer>

---

**Misconception**: When multiplying decimals, ignores place value and just multiplies the digits.

<Construct Name>Scale recipe ingredients using decimals</Construct Name>
<Subject Name>Applied Mathematics - Proportions</Subject Name>
<Question>If a recipe requires \(0.75\) cups of sugar and you want to make half of the recipe, how much sugar do you need?

A) \(0.375\) cups  
B) \(3.75\) cups  
C) \(0.0375\) cups  
D) \(37.5\) cups  
</Question>
<Correct Answer>A) \(0.375\) cups</Correct Answer>
<Incorrect Answer>B) \(3.75\) cups</Incorrect Answer>

---
"
190,190,"Does not account for grammar when writing algebra e.g. ,then making a group","**Misconception:** Does not account for grammar when writing algebra e.g., then making a group

<Construct Name>Translate verbal statements into algebraic expressions with correct grouping</Construct Name>
<Subject Name>Algebraic Expression Writing</Subject Name>
<Question>Which of the following algebraic expressions correctly represents the phrase: ""Seven more than twice a number.""</Question>

A) \( 7 + 2n \)  
B) \( 2(n + 7) \)  
C) \( 2n + 7 \)  
D) \( (7 + 2) n \)  

</Question>
<Correct Answer>A) \( 7 + 2n \)</Correct Answer>
<Incorrect Answer>B) \( 2(n + 7) \)</Incorrect Answer>

**Explanation:**
- **Correct Answer (A):** ""Seven more than twice a number"" translates to \( 2n + 7 \), which is the same as \( 7 + 2n \). This correctly adds seven to twice the number without incorrect grouping.
- **Incorrect Answer (B):** \( 2(n + 7) \) incorrectly groups the number and seven together before multiplying by two, which does not align with the original phrase.
"
191,191,Believes that product means add rather than multiply,"Misconception: Believes that product means add rather than multiply

<Construct Name>Determine when to apply multiplication instead of addition to find total quantities</Construct Name>
<Subject Name>Basic Multiplication Concepts</Subject Name>
<Question>Emily is setting up chairs for a concert. There are \( 9 \) rows of chairs with \( 4 \) chairs in each row. How many chairs are there in total?

(A) \( 13 \) chairs  
(B) \( 36 \) chairs  
(C) \( 5 \) chairs  
(D) \( 45 \) chairs  
</Question>
<Correct Answer>B. \( 36 \) chairs</Correct Answer>
<Incorrect Answer>A. \( 13 \) chairs</Incorrect Answer>
"
192,192,Does not know how to calculate the volume of a prism,"**Misconception**: Does not know how to calculate the volume of a prism

<Construct Name>Volume Calculation of Prisms</Construct Name>
<Subject Name>Solid Geometry</Subject Name>
<Question>A rectangular prism has a length of 8 cm, a width of 3 cm, and a height of 5 cm. What is the volume of the prism?</Question>
<Correct Answer>
A) \( 120\, \text{cm}^3 \)  
B) \( 16\, \text{cm}^3 \)  
C) \( 24\, \text{cm}^3 \)  
D) \( 40\, \text{cm}^3 \)
</Correct Answer>
<Incorrect Answer>
B) \( 16\, \text{cm}^3 \)  
</Incorrect Answer>

**Explanation**:

- **Correct Solution**:  
  The volume \( V \) of a rectangular prism is calculated using the formula:
  \[
  V = \text{length} \times \text{width} \times \text{height}
  \]
  Substituting the given values:
  \[
  V = 8\, \text{cm} \times 3\, \text{cm} \times 5\, \text{cm} = 120\, \text{cm}^3
  \]
  So, the correct answer is **A) \( 120\, \text{cm}^3 \)**.

- **Incorrect Solution (Resulting from Misconception)**:  
  A student who does not know how to calculate the volume of a prism might mistakenly add the dimensions or confuse the formula. For example, they might add the length and width:
  \[
  8\, \text{cm} + 3\, \text{cm} = 11\, \text{cm}
  \]
  Then, multiply by the height:
  \[
  11\, \text{cm} \times 5\, \text{cm} = 55\, \text{cm}^3
  \]
  However, since 55 cm³ is not listed among the options, the student might choose the closest incorrect option, such as **B) \( 16\, \text{cm}^3 \)**, reflecting a fundamental misunderstanding of the volume calculation.
"
193,193,Believes a cyclic quadrilateral can be self-intersecting,"Misconception: Believes a cyclic quadrilateral can be self-intersecting

<Construct Name>Cyclic Quadrilaterals and Quadrilateral Classification</Construct Name>
<Subject Name>Euclidean Geometry</Subject Name>
<Question>Which of the following quadrilaterals can be inscribed in a circle?

A) A convex trapezoid with one pair of parallel sides.

B) A self-intersecting quadrilateral known as a bowtie.

C) A rectangle with all angles equal to 90 degrees.

D) A kite with two distinct pairs of adjacent sides equal.</Question>
<Correct Answer>C) A rectangle with all angles equal to 90 degrees.</Correct Answer>
<Incorrect Answer>B) A self-intersecting quadrilateral known as a bowtie.</Incorrect Answer>
"
194,194,"Believes the sides of a square must be horizontal and vertical, not diagonal","<Construct Name>Identify Rotated Squares in Coordinate Geometry Problems</Construct Name>
<Subject Name>Coordinate Geometry</Subject Name>
<Question>Emma and Liam are examining a quadrilateral on the coordinate plane to determine if it's a square.

Emma selects the points \( A(2, 3) \), \( B(5, 3) \), \( C(5, 6) \), and \( D(2, 6) \).

Liam selects the points \( A(1, 1) \), \( B(3, 2) \), \( C(2, 4) \), and \( D(0, 3) \).

Who correctly identifies the square?</Question>
<Correct Answer>Emma is correct; her quadrilateral has all sides equal and right angles, forming a square aligned with the axes.</Correct Answer>
<Incorrect Answer>Liam is incorrect; his quadrilateral is a rhombus but not a square because the sides are diagonal and do not form right angles.</Incorrect Answer>
"
195,195,"When solving an equation, thinks the divisor and dividend are the opposite way around","**Misconception**: When solving an equation, thinks the divisor and dividend are the opposite way around

<Construct Name>Solving linear equations involving division by correctly identifying divisor and dividend</Construct Name>
<Subject Name>Solving Linear Equations with Division</Subject Name>
<Question>Solve for \( x \) in the equation:
\[
\frac{15}{x} = 3
\]
What is the value of \( x \)?</Question>
<Correct Answer>\( 5 \)</Correct Answer>
<Incorrect Answer>\( \frac{3}{15} \)</Incorrect Answer>
"
196,196,Confuses a variable with an equation,"Misconception: Confuses a variable with an equation

<Construct Name>Distinguish Variables from Equations</Construct Name>
<Subject Name>Algebraic Expressions</Subject Name>
<Question>Maria is budgeting for her new bike. She lets \( b \) represent the cost of the bike in dollars. She writes the equation \( b + 150 = 450 \) to include her savings. What does \( b \) represent in this context?</Question>
<Correct Answer>Variable</Correct Answer>
<Incorrect Answer>Equation</Incorrect Answer>
"
197,197,"Believes an outlier is the value in a data set with the biggest denominator, even if this value is close to the mean","Misconception: Believes an outlier is the value in a data set with the biggest denominator, even if this value is close to the mean

<Construct Name>Identify outliers in a set of fractional data</Construct Name>
<Subject Name>Statistics - Data Analysis</Subject Name>
<Question>
\[
\begin{array}{lllll}
\frac{3}{12} & \frac{7}{30} & \frac{5}{25} & 0.24 & \frac{2}{15} \\
\hline
\end{array}
\]
Which value is the outlier in this set of data?
</Question>
<Correct Answer>\(\frac{3}{12}\)</Correct Answer>
<Incorrect Answer>\(\frac{7}{30}\)</Incorrect Answer>
"
198,198,"When multiplying a decimal by a power of 10, just adds a zero to the end of the number, not changing the place value of the digits","**Misconception:** When multiplying a decimal by a power of 10, just adds a zero to the end of the number, not changing the place value of the digits

---

<Construct Name>Multiplying Decimals by Powers of Ten</Construct Name>  
<Subject Name>Number Operations and Place Value</Subject Name>  

<Question>Emma is preparing for a science experiment and needs to adjust the measurement of 4.75 meters by multiplying it by 100 to convert it into centimeters. What is the correct result of this multiplication?</Question>  

<Correct Answer>475 centimeters</Correct Answer>  

<Incorrect Answer>4.750 centimeters</Incorrect Answer>  

---

**Explanation:**

- **Correct Answer:** When multiplying 4.75 by 100, you shift the decimal point two places to the right, resulting in 475.
  
- **Incorrect Answer:** Adding a zero to the end without shifting the decimal incorrectly gives 4.750.
"
199,199,"Believes that when multiplying a number with a power, the multiplier is added onto the power","Misconception: Believes that when multiplying a number with a power, the multiplier is added onto the power

<Construct Name>Multiply constants with exponential expressions</Construct Name>
<Subject Name>Algebraic Operations with Exponents</Subject Name>
<Question>Simplify the expression \( 4 \times m^3 \).</Question>

A) \( m^7 \)  
B) \( 4m^3 \)  
C) \( m^{12} \)  
D) \( 3m^4 \)

<Correct Answer>B) \( 4m^3 \)</Correct Answer>
<Incorrect Answer>A) \( m^7 \)</Incorrect Answer>
"
200,200,"When solving simultaneous equations, thinks they multiply both equations by the LCM of the coefficients of the term being eliminated","**Misconception**: When solving simultaneous equations, students think they multiply both equations by the LCM of the coefficients of the term being eliminated.

<Construct Name>Elimination Method for Solving Systems of Linear Equations</Construct Name>
<Subject Name>Algebra (Systems of Linear Equations)</Subject Name>
<Question>Given the system of equations below, which operation should you perform next to eliminate the variable \( y \)?

\[
\begin{cases}
3x + 4y = 22 \\
2x + y = 10
\end{cases}
\]
</Question> 
<Correct Answer>Multiply the second equation by 4 and then subtract the first equation to eliminate \( y \).</Correct Answer>
<Incorrect Answer>Multiply both equations by 4 and then subtract them to eliminate \( y \).</Incorrect Answer>
"
201,201,Believes substituting the starting value into an iteration formula immediately gives the solution,"**Misconception:** Believes substituting the starting value into an iteration formula immediately gives the solution

<Construct Name>Apply Fixed-Point Iteration to Solve an Equation</Construct Name>
<Subject Name>Numerical Methods</Subject Name>
<Question>Use the iteration formula \( x_{n+1} = e^{-x_n} \) with a starting value of \( x_0 = 0 \) to approximate the solution to \( x = e^{-x} \) to two decimal places. What is the approximate solution?</Question>
<Correct Answer>\( 0.57 \)</Correct Answer>
<Incorrect Answer>\( 1.00 \)</Incorrect Answer>
"
202,202,"When asked to add fractions, multiplies instead","**Misconception:** When asked to add fractions, multiplies instead

<Construct Name>Add proper fractions with the same denominator</Construct Name>
<Subject Name>Adding and Subtracting Fractions</Subject Name>
<Question>Calculate:
\[
\frac{2}{7} + \frac{1}{7} = \ ?
\]
**A.** \(\frac{3}{7}\)  
**B.** \(\frac{2}{49}\)  
**C.** \(\frac{3}{49}\)  
**D.** \(\frac{2}{8}\)  
</Question>
<Correct Answer>**A.** \(\frac{3}{7}\)</Correct Answer>
<Incorrect Answer>**B.** \(\frac{2}{49}\)</Incorrect Answer>

---

**Misconception:** Subtracts fractions by subtracting denominators instead of numerators

<Construct Name>Subtract proper fractions with the same denominator</Construct Name>
<Subject Name>Adding and Subtracting Fractions</Subject Name>
<Question>Calculate:
\[
\frac{5}{12} - \frac{2}{12} = \ ?
\]
**A.** \(\frac{3}{12}\)  
**B.** \(\frac{3}{144}\)  
**C.** \(\frac{7}{12}\)  
**D.** \(\frac{5}{10}\)  
</Question>
<Correct Answer>**A.** \(\frac{3}{12}\)</Correct Answer>
<Incorrect Answer>**B.** \(\frac{3}{144}\)</Incorrect Answer>

---

**Misconception:** When multiplying binomials, only multiplies the first terms

<Construct Name>Multiply single terms over a bracket containing a linear expression</Construct Name>
<Subject Name>Expanding Single Brackets</Subject Name>
<Question>Multiply out the brackets:
\[
x(3x + 4)
\]
**A.** \(3x^2 + 4x\)  
**B.** \(3x^2 + 4\)  
**C.** \(7x\)  
**D.** \(12x^2\)  
</Question>
<Correct Answer>**A.** \(3x^2 + 4x\)</Correct Answer>
<Incorrect Answer>**B.** \(3x^2 + 4\)</Incorrect Answer>

---

**Misconception:** Applies the distributive property incorrectly by forgetting to distribute the second term

<Construct Name>Recognize and apply the distributive property correctly</Construct Name>
<Subject Name>Expanding Expressions</Subject Name>
<Question>Simplify the expression:
\[
2(y + 5) = \ ?
\]
**A.** \(2y + 5\)  
**B.** \(2y + 10\)  
**C.** \(2y \times 5\)  
**D.** \(y + 10\)  
</Question>
<Correct Answer>**B.** \(2y + 10\)</Correct Answer>
<Incorrect Answer>**A.** \(2y + 5\)</Incorrect Answer>

---

**Misconception:** Converts decimals to percentages by shifting the decimal without multiplying by 100

<Construct Name>Convert decimals to percentages accurately</Construct Name>
<Subject Name>Converting Between Decimals and Percentages</Subject Name>
<Question>Convert the decimal \(0.75\) to a percentage:
\[
0.75 = \ ?\%
\]
**A.** \(7.5\%\)  
**B.** \(75\%\)  
**C.** \(750\%\)  
**D.** \(0.75\%\)  
</Question>
<Correct Answer>**B.** \(75\%\)</Correct Answer>
<Incorrect Answer>**A.** \(7.5\%\)</Incorrect Answer>

---

**Misconception:** Rounds decimals incorrectly by always rounding up regardless of the digit

<Construct Name>Round numbers to two decimal places correctly</Construct Name>
<Subject Name>Rounding Decimals</Subject Name>
<Question>Round the number \(4.364\) to two decimal places:
\[
4.364 \approx \ ?
\]
**A.** \(4.36\)  
**B.** \(4.37\)  
**C.** \(4.40\)  
**D.** \(4.35\)  
</Question>
<Correct Answer>**A.** \(4.36\)</Correct Answer>
<Incorrect Answer>**B.** \(4.37\)</Incorrect Answer>
"
203,203,Thinks that dividing both numbers in a multiplication sum by the same power of 10 results in equal answers,"**Misconception:** Thinks that dividing both numbers in a multiplication sum by the same power of 10 results in equal answers

<Construct Name>Scaling Factors in Multiplication</Construct Name>
<Subject Name>Number Operations - Place Value</Subject Name>
<Question>A student is asked to calculate the product of \( 500 \times 60 \). To simplify, they decide to divide both numbers by 10 before multiplying. What is the correct product?

A) \( 3{,}000 \)

B) \( 30{,}000 \)

C) \( 300 \)

D) \( 3{,}00{,}000 \)

</Question>
<Correct Answer>B) \( 30{,}000 \)</Correct Answer>
<Incorrect Answer>C) \( 300 \)</Incorrect Answer>

**Explanation:**
- **Correct Solution:**  
  \( 500 \times 60 = 30{,}000 \)

- **Incorrect Solution Due to Misconception:**  
  The student divides both numbers by 10:  
  \( \frac{500}{10} = 50 \)  
  \( \frac{60}{10} = 6 \)  
  Then multiplies the results:  
  \( 50 \times 6 = 300 \)  
  The student erroneously believes \( 500 \times 60 = 300 \), ignoring the effect of scaling.
"
204,204,Confuses scalene and equilateral triangles,"**Misconception:** Confuses scalene and equilateral triangles

<Construct Name>Classification of Triangles by Side Lengths</Construct Name>
<Subject Name>Geometry: Triangles</Subject Name>
<Question>A triangle has three sides with lengths 9 cm, 9 cm, and 9 cm. What type of triangle is this?</Question>
<Options>
 A) Scalene Triangle  
 B) Isosceles Triangle  
 C) Equilateral Triangle  
 D) Right Triangle  
</Options>
<Correct Answer>C) Equilateral Triangle</Correct Answer>
<Incorrect Answer>A) Scalene Triangle</Incorrect Answer>
"
205,205,Thinks there are 1000mm in a km,"<Construct Name>Complete multi-step conversions of length involving multiplication</Construct Name>
<Subject Name>Measurement Units</Subject Name>
<Question>
Emma is planning a cross-country trip of 350 kilometers. She wants to convert the entire distance into millimeters for her travel log. How many millimeters will Emma record for her trip?

A) 350,000 mm  
B) 3,500,000 mm  
C) 35,000,000 mm  
D) 350,000,000 mm  
</Question>
<Correct Answer>D) 350,000,000 mm</Correct Answer>
<Incorrect Answer>B) 3,500,000 mm</Incorrect Answer>
"
206,206,Thinks a cylinder is a prism,"**Misconception:** Thinks a cylinder is a prism

<Construct Name>Differentiating Between Geometric Solids</Construct Name>  
<Subject Name>Solid Geometry</Subject Name>  
<Question>  
Which of the following statements correctly describes a cylinder?

A) It has two parallel, congruent polygonal bases and rectangular faces.  
B) It has two parallel, congruent circular bases and a curved surface.  
C) It has only one base and a curved surface.  
D) All its faces are flat, making it a type of prism.  
</Question>  
<Correct Answer>B) It has two parallel, congruent circular bases and a curved surface.</Correct Answer>  
<Incorrect Answer>D) All its faces are flat, making it a type of prism.</Incorrect Answer>
"
207,207,Confuses the terms faces and edges,"Misconception: Confuses the terms faces and edges

<Construct Name>Identify and count the faces, vertices, and edges of a 3D shape</Construct Name>
<Subject Name>Geometry - Properties of Polyhedrons</Subject Name>
<Question>How many edges does a hexagonal prism have?</Question>

<Correct Answer>
(A) 18
</Correct Answer>

<Incorrect Answer>
(B) 12
</Incorrect Answer>
"
208,208,Believes a composite function requires you to place the inner function next to the variable of the outer function instead of replacing it,"**Misconception:** Believes a composite function requires you to place the inner function next to the variable of the outer function instead of replacing it

<Construct Name>Evaluate Composite Functions by Correct Substitution</Construct Name>
<Subject Name>Function Composition</Subject Name>
<Question>Given \( f(x) = 2x + 5 \) and \( g(x) = x^2 - 3 \), what is \( f(g(x)) \)?

A) \( 2x + 5(x^2 - 3) \)

B) \( 2(x^2 - 3) + 5 \)

C) \( (2x + 5)^2 - 3 \)

D) \( 2x^2 - 3 + 5x \)</Question>
<Correct Answer>B) \( f(g(x)) = 2(x^2 - 3) + 5 = 2x^2 - 6 + 5 = 2x^2 - 1 \)</Correct Answer>
<Incorrect Answer>A) \( f(g(x)) = 2x + 5(x^2 - 3) = 2x + 5x^2 - 15 = 5x^2 + 2x - 15 \)</Incorrect Answer>
"
209,209,"When multiplying a vector by a fraction, adds the numerator to the top number of the vector, and the denominator to the bottom number of the vector. ","**Misconception**: When multiplying a vector by a fraction, adds the numerator to the top number of the vector, and the denominator to the bottom number of the vector.

<Construct Name>Multiply Fractions Represented as Vectors</Construct Name>  
<Subject Name>Fraction Operations</Subject Name>  

<Question>  
Liam has a fraction represented as a vector with a numerator of \( 4 \) and a denominator of \( 7 \). He wants to multiply this fraction vector by \( \frac{2}{3} \). According to his method, he adds the numerator and denominator of the multiplier to the respective parts of the fraction vector. What answer does Liam obtain?

A) \( \frac{6}{21} \)  
B) \( \frac{6}{10} \)  
C) \( \frac{2}{3} \)  
D) \( \frac{6}{7} \)  
</Question>  

<Correct Answer>A) \( \frac{6}{21} \)</Correct Answer>  
<Incorrect Answer>B) \( \frac{6}{10} \)</Incorrect Answer>
"
210,210,Thinks the term in a sequence is double the position value,"**Misconception:** Thinks the term in a sequence is double the position value

<Construct Name>Interpret and extend linear sequences using tabular and graphical representations</Construct Name>

<Subject Name>Linear Sequences (nth term)</Subject Name>

<Question>
\[
\begin{tabular}{|l|c|c|c|c|}
\hline
Position & \(1\) & \(2\) & \(3\) & \(4\) \\
\hline
Term & \(3\) & \(\bigstar\) & \(7\) & \(9\) \\
\hline
\end{tabular}
\]
What number should replace the star?
\end{Question}

<Correct Answer>
\(5\)
</Correct Answer>

<Incorrect Answer>
\(4\)
</Incorrect Answer>

**Explanation:**
- **Correct Solution:** The sequence increases by \(2\) each time: \(3\), \(5\), \(7\), \(9\). Therefore, the term in position \(2\) is \(5\).
- **Incorrect Solution:** A student with the misconception might think the term is double the position. For position \(2\), this would give \(2 \times 2 = 4\), which is incorrect.
"
211,211,Believes displacement continues to increase even when returning to starting point,"**Misconception**: Believes displacement continues to increase even when returning to starting point

<Construct Name>Interpret and distinguish between displacement and total distance traveled</Construct Name>
<Subject Name>Kinematics and Vector Quantities</Subject Name>
<Question>A hiker walks in a straight path from Point A to Point B, which is 5 km east of Point A. Then, the hiker returns to Point A along the same path. What is the hiker's total displacement and total distance traveled?</Question>
<Correct Answer>
A)  
- **Total Displacement**: 0 km  
- **Total Distance Traveled**: 10 km  
<br>
B)  
- **Total Displacement**: 10 km  
- **Total Distance Traveled**: 10 km  
<br>
C)  
- **Total Displacement**: 5 km east  
- **Total Distance Traveled**: 5 km  
<br>
D)  
- **Total Displacement**: 5 km east  
- **Total Distance Traveled**: 0 km  
</Correct Answer>
<Incorrect Answer>
A)  
- **Total Displacement**: 10 km  
- **Total Distance Traveled**: 10 km  
<br>
B)  
- **Total Displacement**: 5 km east  
- **Total Distance Traveled**: 5 km  
<br>
C)  
- **Total Displacement**: 0 km  
- **Total Distance Traveled**: 0 km  
<br>
D)  
- **Total Displacement**: 5 km east  
- **Total Distance Traveled**: 0 km  
</Incorrect Answer>

**Explanation:**

- **Correct Answer (Option A)**:  
  - **Total Displacement** is the net change in position from the starting point to the ending point. Since the hiker returns to Point A, the displacement is **0 km**.
  - **Total Distance Traveled** is the sum of all distances covered, which is **5 km** to Point B and **5 km** back to Point A, totaling **10 km**.

- **Incorrect Answer**:  
  - Selecting an option where displacement is incorrectly considered as cumulative, such as believing it remains at **10 km**, ignores the directional change upon returning to the starting point.
"
212,212,Solves for y=0 instead of given y-value when reading from a quadratic graph,"Misconception: Solves for y=0 instead of given y-value when reading from a quadratic graph

<Construct Name>Identify the x-values corresponding to a specific y-value on a quadratic graph</Construct Name>
<Subject Name>Quadratic Function Analysis</Subject Name>
<Question>Refer to the graph of the quadratic function \( f(x) = x^{2} + 2x - 3 \). What is the approximate solution to \( f(x) = 2 \)?  
![Graph of y = x² + 2x - 3](#)</Question>
<Correct Answer>A) \( x = 1 \) and \( x = -3 \)</Correct Answer>
<Incorrect Answer>B) \( x = 0 \) and \( x = -2 \)</Incorrect Answer>
"
