,MisconceptionId,MisconceptionName,response
87,87,Does not know what an exterior angle is ,"<Construct Name>Identify exterior angles in polygons </Construct Name>
<Subject Name>Exterior Angles </Subject Name>
<Question>What is the exterior angle of a regular triangle? ![Regular triangle diagram with an angle extended outside]() </Question> 
<Correct Answer>120 degrees </Correct Answer>
<Incorrect Answer>60 degrees </Incorrect Answer>
"
88,88,Believes parallelogram is the term used to describe two lines at right angles,"<Construct Name>Identify properties of geometric shapes </Construct Name>  
<Subject Name>Geometry </Subject Name>  
<Question>What is the term used to describe a pair of lines that intersect at a 90-degree angle? </Question>  
<Correct Answer>Perpendicular </Correct Answer>  
<Incorrect Answer>Parallelogram </Incorrect Answer>  
"
89,89,Thinks it can't be called a sequence with a repeated number at the start,"<Construct Name>Identify Arithmetic and Geometric Sequences</Construct Name>  
<Subject Name>Sequences and Series</Subject Name>  
<Question>Alice and Bob are learning about sequences.

Alice writes the sequence \( 2, 2, 4, 8, 16, \ldots \) and says it's a geometric sequence with a repeated number at the start.

Bob writes the sequence \( 3, 3, 6, 12, 24, \ldots \) and agrees it's a geometric sequence.

Is Alice's statement about her sequence being geometric with a repeated start correct?</Question>  
<Correct Answer>Yes, Alice is correct. The sequence is a geometric sequence with a constant ratio of 2.</Correct Answer>  
<Incorrect Answer>No, because a sequence cannot start with the same repeated number.</Incorrect Answer>
"
90,90,Does not understand place value after the decimal point,"<Construct Name>Understanding decimal place value</Construct Name>
<Subject Name>Decimal Numbers</Subject Name>
<Question>Round the number 5.736 to the nearest hundredth.</Question>
<Correct Answer>5.74</Correct Answer>
<Incorrect Answer>5.73</Incorrect Answer>
"
91,91,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor","<Construct Name>Identify factors of algebraic expressions </Construct Name>  
<Subject Name>Factorising into a Single Bracket </Subject Name>  
<Question>Which of the following is a factor of: \( 8x^2 + 12x \) </Question>  
<Correct Answer>\( 4x \) </Correct Answer>  
<Incorrect Answer>\( 8 \) </Incorrect Answer>  
"
92,92,"When identifying the center of rotation, writes down the origin","<Construct Name>Determine the center of rotation when given the original and rotated image on a coordinate grid </Construct Name>

<Subject Name>Rotation </Subject Name>

<Question>Consider shapes \( A \) and \( B \) on the coordinate grid. Shape \( A \) has vertices at: \( (2,3), (4,3), (4,5), (2,5) \). Shape \( B \) has been rotated from shape \( A \) and has vertices at: \( (-3,2), (-1,2), (-1,4), (-3,4) \). Identify the center of rotation used to rotate shape \( A \) to shape \( B \). </Question>

<Correct Answer>The center of rotation is \((-1, 1)\). </Correct Answer>

<Incorrect Answer>The center of rotation is \((0, 0)\). </Incorrect Answer>
"
93,93,"When multiplying a surd of the form a✓b by an integer, believes the integer and the number under the surd are multiplied","<Construct Name>Multiply a surd by an integer and express the product in the simplest form</Construct Name>
<Subject Name>Surds</Subject Name>
<Question>Simplify the expression \( 3\sqrt{5} \times 2 \).</Question> 
<Correct Answer>The correct answer is \( 6\sqrt{5} \).</Correct Answer>
<Incorrect Answer>The incorrect answer, resulting from the misunderstanding, is \( \sqrt{30} \).</Incorrect Answer>
"
94,94,"When solving simultaneous equations, thinks they can add variables to one of the equations to make terms across the 2 equations identical","<Construct Name>Solving simultaneous linear equations </Construct Name>  
<Subject Name>Algebra </Subject Name>  
<Question>Solve the following system of equations for \( x \) and \( y \):

1. \( 3x + 2y = 5 \)  
2. \( 5x - y = 3 \)

A student tries to manipulate the second equation to add variables and make the terms across both equations identical. What is the correct solution?</Question>  
<Correct Answer>The correct solution is to first multiply the second equation by 2 to align the \( y \)-terms:

1. \( 3x + 2y = 5 \)  
2. \( 10x - 2y = 6 \)

Now add the equations to eliminate \( y \):  

\[ 3x + 2y + 10x - 2y = 5 + 6 \]  

\[ 13x = 11 \]  

\[ x = \frac{11}{13} \]

Substitute \( x = \frac{11}{13} \) back into one of the original equations (say, the first one) to find \( y \):

\[ 3\left(\frac{11}{13}\right) + 2y = 5 \]

\[ \frac{33}{13} + 2y = 5 \]

\[ 2y = 5 - \frac{33}{13} \]

\[ 2y = \frac{65}{13} - \frac{33}{13} \]

\[ 2y = \frac{32}{13} \]

\[ y = \frac{16}{13} \]

So the solution is \( x = \frac{11}{13}, y = \frac{16}{13} \). </Correct Answer>  
<Incorrect Answer>The incorrect approach comes from the belief that one can simply add the variable terms:

The student adds 2 to the \( y \)-term in the second equation to make it identical to the first equation:

1. \( 3x + 2y = 5 \)  
2. \( 5x - y + 2 = 3 \)

This operation does not lead to a valid substitution or elimination and disregards the rules of algebraic manipulation. Attempting to solve with this altered system could lead to misinformation and incorrect solutions entirely.</Incorrect Answer>  
"
95,95,Does not know about the + notation for directions in rotations,"<Construct Name>Describe a 180° rotation giving the angle and direction of rotation, and the coordinates of the centre of rotation, where the centre of rotation lies at the origin or at a point not on the object.</Construct Name>
<Subject Name>Rotation</Subject Name>
<Question>Emily and Tom are discussing how to describe the rotation from triangle \( A \) to triangle \( B \).

Emily says: ""It's a rotation of \( 180^{\degree} \) clockwise.""

Tom says: ""It's a rotation of \( +180^{\degree} \) about the origin.""

Who is correct? ![A coordinate grid showing two triangles. Triangle A has the coordinates: (1,2), (2,4), (3,2). Triangle B has the coordinates: (-1,-2), (-2,-4), (-3,-2). The centre of rotation is at the origin (0,0).]() </Question>
<Correct Answer>Both are correct, as a rotation of \( 180^{\degree} \) either clockwise or anticlockwise about the origin results in the same final position.</Correct Answer>
<Incorrect Answer>Only Emily is correct</Incorrect Answer>
"
96,96,Multiplies surds when asked to add,"<Construct Name>Simplifying surds by addition </Construct Name>
<Subject Name>Operations with Surds </Subject Name>
<Question>Simplify the expression \( \sqrt{3} + \sqrt{12} \). </Question> 
<Correct Answer>\( \sqrt{3} + 2\sqrt{3} = 3\sqrt{3} \) </Correct Answer>
<Incorrect Answer>\( \sqrt{36} = 6 \) </Incorrect Answer>
"
97,97,Believes there is only one orientation for the isosceles triangle base angles,"<Construct Name>Identify base angles in isosceles triangles </Construct Name>  
<Subject Name>Angles in Triangles </Subject Name>  
<Question>This is an isosceles triangle with sides \( AB = AC \).
Calculate the size of angle \( q \). ![An isosceles triangle with one angle labelled 40 degrees at the vertex and one angle labelled q at the base, not to scale]() </Question>  
<Correct Answer>\( 70^{\circ} \) </Correct Answer>  
<Incorrect Answer>\( 40^{\circ} \) </Incorrect Answer>
"
98,98,Incorrectly clears fractions from equations,"<Construct Name>Solve rational equations with variables and constants, involving negative fractions </Construct Name>
<Subject Name>Rational Equations </Subject Name>
<Question>Which of the following is a correct first step to solve this equation: \(\frac{-3x+2}{4} = 1 - \frac{x}{2}\)? </Question>
<Correct Answer>Multiply both sides by 4 to clear fractions: \(-3x + 2 = 4 - 2x\) </Correct Answer>
<Incorrect Answer>Multiply both sides by 8 to incorrectly clear fractions: \(-24x + 16 = 8 - 8x\) </Incorrect Answer>
"
99,99,Thinks the faster you travel the longer the time it will take,"<Construct Name>Understanding the relationship between speed, distance, and time</Construct Name>  
<Subject Name>Rate and Proportion Problems</Subject Name>  
<Question>If it takes 2 hours to travel a certain distance at 40 km/h, how long will it take to travel the same distance at 60 km/h?</Question>  
<Correct Answer>1 hour and 20 minutes</Correct Answer>  
<Incorrect Answer>3 hours</Incorrect Answer>  
"
100,100,Believes angles in a triangle sum to 360 degrees,"<Construct Name>Use properties of polygons to solve problems involving angles</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>Find the measure of angle \( x \) in the triangle below. ![A triangle with angles labeled: \( x \), \( x + 20^{\circ} \), and \( 2x - 10^{\circ} \)]()</Question>
<Correct Answer>\( x = 50^{\circ} \)</Correct Answer>
<Incorrect Answer>\( x = 78^{\circ} \)</Incorrect Answer>
"
101,101,Believes that reflection always switches the x and y coordinates,"<Construct Name>Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object </Construct Name>

<Subject Name>Reflection </Subject Name>

<Question>The point \( A(5, 3) \) is reflected in the vertical line \( x = 1 \). What are the coordinates of point \( A' \) after the reflection? </Question>

<Correct Answer>\( (-3, 3) \) </Correct Answer>

<Incorrect Answer>\( (3, 5) \) </Incorrect Answer>
"
102,102,Does not think a factorised expression is equivalent to its multiplied out form,"<Construct Name>Recognizing Equivalent Expressions </Construct Name>
<Subject Name>Algebraic Expressions </Subject Name>
<Question>Emma and Jack are simplifying expressions to find the area of a rectangle. The length of the rectangle is given by \(2(x + 3)\), and the width is given as \(5\). Emma writes the area as \(10(x + 3)\), while Jack writes it as \(10x + 30\). Are these expressions equivalent? </Question>
<Correct Answer>Yes, both Emma and Jack are correct </Correct Answer>
<Incorrect Answer>Only Jack is correct; the expression should be \(10x + 30\) </Incorrect Answer>
"
103,103,"When completing the square, believes the constant in the bracket is double the coefficient of x","<Construct Name>Complete the square for expressions that end up in the form (x + a)² + b </Construct Name>
<Subject Name>Completing the Square </Subject Name>
<Question>Rewrite the quadratic expression \( x^{2} + 8x + 7 \) in the form \((x\bigstar)^{2} + \triangle\).</Question> 
<Correct Answer>\(\bigstar =+4\) </Correct Answer>
<Incorrect Answer>\(\bigstar =+16\) </Incorrect Answer>
"
104,104,Assumes a sequence is linear,"<Construct Name>Patterns in sequences </Construct Name>
<Subject Name>Geometric Sequences </Subject Name>
<Question>The sequence \( 2, 6, 18, 54, \ldots \) is a geometric sequence. 
What is the next number in the sequence? </Question>
<Correct Answer>\( 162 \) </Correct Answer>
<Incorrect Answer>\( 90 \) </Incorrect Answer>


"
105,105,Mixes up sides of a ratio,"<Construct Name>Mix two components in a given ratio</Construct Name>  
<Subject Name>Proportional Reasoning</Subject Name>  
<Question>You are making a special smoothie that requires you to mix orange juice with mango juice in the ratio \( 4: 1 \). If you have already poured \( 200 \, \text{ml} \) of orange juice, how much mango juice should you add?</Question>  
<Correct Answer>\( 50 \, \text{ml} \)</Correct Answer>  
<Incorrect Answer>\( 800 \, \text{ml} \)</Incorrect Answer>  
"
106,106,Believes an arrowhead has four equal sides,"<Construct Name>Identify and differentiate quadrilaterals based on side lengths and properties</Construct Name>

<Subject Name>Properties of Quadrilaterals</Subject Name>

<Question>Amy and John are asked to determine which of the following shapes has all sides of equal length: an arrowhead, a square, and a trapezoid. Amy chooses the arrowhead, John chooses the square. Who is correct, and why?</Question>

<Correct Answer>John is correct because only the square has all sides of equal length.</Correct Answer>

<Incorrect Answer>Amy is correct because an arrowhead can have all sides equal.</Incorrect Answer>
"
107,107,"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket.","<Construct Name>Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression </Construct Name>  
<Subject Name>Expanding Single Brackets </Subject Name>  
<Question>Expand:
\[ 
5(x+3) 
\] </Question>  
<Correct Answer>\( 5x+15 \) </Correct Answer>  
<Incorrect Answer>\( 5x+8 \) </Incorrect Answer>  
"
108,108,Uses only the first two terms of a sequence to work out a term-to-term rule,"<Construct Name>Understanding arithmetic sequences </Construct Name>
<Subject Name>Arithmetic Sequences </Subject Name>
<Question>Identify the term-to-term rule for the following sequence: \[ 5, \quad 12, \quad 19, \quad 26, \quad 33, \quad \ldots \] </Question> 
<Correct Answer>To get the next term, add \( 7 \) to the previous term </Correct Answer>
<Incorrect Answer>To get the next term, add \( 7 \) to the second term </Incorrect Answer>
"
109,109,Thinks a factor of the final digit is also a factor of the whole number,"<Construct Name>Identify factors of whole numbers</Construct Name>  
<Subject Name>Number Properties and Divisibility</Subject Name>  
<Question>Consider the number 128. Is 4 a factor of 128?</Question>  
<Correct Answer>Yes, 4 is a factor of 128 because 128 ÷ 4 = 32.</Correct Answer>  
<Incorrect Answer>No, because 4 is not a factor of the final digit of 128, which is 8.</Incorrect Answer>  
"
110,110,Does not know how to find the length of a line segment from coordinates,"<Construct Name>Identify and calculate the length of diagonal line segments in a coordinate plane</Construct Name>  
<Subject Name>Distance Between Two Points Using the Distance Formula</Subject Name>  
<Question>Consider the coordinates of two points \( A(-3, 4) \) and \( B(2, -1) \). What is the length of the diagonal line segment \( AB \)?</Question>  
<Correct Answer>\( \sqrt{50} \) or approximately \( 7.07 \)</Correct Answer>  
<Incorrect Answer>\( 5 \)</Incorrect Answer>  

Misunderstanding Explanation:  
The incorrect answer may result from a student incorrectly subtracting in a non-absolute sense and taking only one component (either x or y difference), instead of using both to calculate the actual Euclidean distance using the distance formula:  
\[ \text{Distance} = \sqrt{(x_2 - x_1)^2 + (y_2 - y_1)^2} \]  
In this case:  
\[ \text{Distance} = \sqrt{(2 - (-3))^2 + (-1 - 4)^2} = \sqrt{(2+3)^2 + (-1-4)^2} = \sqrt{5^2 + (-5)^2} = \sqrt{25 + 25} = \sqrt{50} \]  
The misunderstanding may occur if the student only considers \((x_2 - x_1)\) or \((y_2 - y_1)\), leading to the incorrect inference that the distance is simply \(5\).
"
111,111,Does not work out all possibilites when given an 'at least' question in probability,"<Construct Name>Calculate the probability of two dependent events occurring without drawing a tree diagram </Construct Name>

<Subject Name>Tree Diagrams with Dependent Events </Subject Name>

<Question>There are \( 6 \) blue balls and \( 2 \) green balls in a bag. ![A bag with 6 blue and 2 green balls in it. All balls are of the same size.]() Kevin picks out two balls at the same time.

What is the probability at least one ball is blue? </Question> 

<Correct Answer>\( \frac{28}{28} - \frac{1}{28} = \frac{27}{28} \) </Correct Answer>

<Incorrect Answer>\( \frac{6}{8} \) </Incorrect Answer>
"
112,112,Thinks the difference between the numerator and denominator determines how close the fraction is to 1,"<Construct Name>Comparing fractions</Construct Name>

<Subject Name>Fractions and Decimals</Subject Name>

<Question>Which of the following fractions is closest to 1: \( \frac{5}{6} \) or \( \frac{11}{13} \)?</Question> 

<Correct Answer>\( \frac{11}{13} \) (since \(\frac{11}{13} \approx 0.846\) and \(\frac{5}{6} \approx 0.833\), and 0.846 is closer to 1)</Correct Answer> 

<Incorrect Answer>\( \frac{5}{6} \) (since the student might incorrectly focus on the difference between numerator and denominator as 1 for \(\frac{5}{6}\) compared to 2 for \(\frac{11}{13}\), mistakenly concluding that \(\frac{5}{6}\) is closer)</Incorrect Answer>
"
113,113,Does not recognise difference of two squares,"<Construct Name>Factorise a quadratic expression in the form x² - a² </Construct Name>  
<Subject Name>Difference of Two Squares </Subject Name>  
<Question>Factorise the expression: \( y^{2} - 49 \) </Question>  
<Correct Answer>\( (y-7)(y+7) \) </Correct Answer>  
<Incorrect Answer>\( y(y-49) \) </Incorrect Answer>  
"
114,114,Does not know the meaning of the word parallel,"<Construct Name>Understand the graphical representation of parallel lines</Construct Name>
<Subject Name>Coordinate Geometry</Subject Name>
<Question>Which lines are parallel to each other in the graph? ![Graph showing multiple lines with different slopes, where one set of lines has the same slope.]()</Question>
<Correct Answer>Lines with the same slope</Correct Answer>
<Incorrect Answer>Lines that are spaced evenly apart</Incorrect Answer>

Misconception: Does not know the meaning of the word parallel 

You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems. 
Please try to speculate on what kind of math problems the students might be working on when they make such 
misunderstandings.You need to speculate on the Construct Name and the Subject Name of the problem where this 
misunderstanding arises, and then write out a possible math problem that could lead to the above misunderstanding. 
Next, you should provide the correct answer to the problem as well as the incorrect answer resulting from this 
misunderstanding. Each output field must be between <tag> INSERT TEXT HERE </tag>. Output:
"
115,115,Believes fraction to decimal conversion is done by writing the numerator as a decimal,"<Construct Name>Convert fractions to decimals </Construct Name>  
<Subject Name>Fraction to Decimal Conversion </Subject Name>  
<Question>Convert the fraction \(\frac{3}{8}\) into a decimal. </Question>  
<Correct Answer>\( 0.375 \) </Correct Answer>  
<Incorrect Answer>\( 0.3 \) </Incorrect Answer>  
"
116,116,Believes an outlier is determined by the number of decimal places a number has,"<Construct Name>Identify outliers in a data set</Construct Name>  
<Subject Name>Statistics</Subject Name>  
<Question>Given the data set: \( 3.1, 5.6, 7.2, 3.9, 4.0, 100.0 \), identify the outlier.</Question>  
<Correct Answer>The outlier is \( 100.0 \) as it is significantly distant from the rest of the data points, which are close in value.</Correct Answer>  
<Incorrect Answer>The outlier is \( 3.1 \) because it has the most decimal places.</Incorrect Answer>  
"
117,117,"Believes that in completed square form, they need to change the signs of both values to get the turning point","<Construct Name>State the coordinates of the turning point for quadratic graphs in the form (x - p)² + q </Construct Name>  
<Subject Name>Completing the Square </Subject Name>  
<Question>What are the co-ordinates of the turning point of the graph of \( y=(x+3)^{2}-5 \) ? </Question>  
<Correct Answer>\( (-3,-5) \) </Correct Answer>  
<Incorrect Answer>\( (3,5) \) </Incorrect Answer>  
"
118,118,"Given a line segment with a midpoint that is not the origin, assumes that the two end points will still have the same absolute value","<Construct Name>Given a midpoint and a coordinate work out the position of the other coordinate, where one coordinate pair has both positive values and one has both negative values</Construct Name>

<Subject Name>Midpoint Between Two Co-ordinates</Subject Name>

<Question>Here are two points and their midpoint. What should replace the triangle? ![The image is a set of axes with three points marked. One point is (8, -3). The midpoint is (5, -1). The third point is given as (star, triangle), so the triangle is the y value of the point.]()</Question> 

<Correct Answer>\(\Delta = 1\)</Correct Answer>

<Incorrect Answer>\(\Delta = -3\)</Incorrect Answer>
"
119,119,Believes distance = speed + time,"<Construct Name>Converting units of speed and calculating distances</Construct Name>  
<Subject Name>Measurement and Units</Subject Name>  
<Question>A train travels at a constant speed of \( 20 \) meters per second. How far does the train travel in \( 15 \) seconds?</Question>  
<Correct Answer>\( 300 \mathrm{~m} \) </Correct Answer>  
<Incorrect Answer>\( 35 \mathrm{~m} \) </Incorrect Answer>  
"
120,120,Does not understand equivalent fractions,"<Construct Name>Identify equivalent fractions when adding fractions with unlike denominators </Construct Name>  
<Subject Name>Adding Fractions </Subject Name>  
<Question>Calculate the sum of the following fractions and express the result in simplest form: \(\frac{2}{3} + \frac{3}{4}\) </Question>  
<Correct Answer>\(\frac{2}{3} + \frac{3}{4} = \frac{8}{12} + \frac{9}{12} = \frac{17}{12}\) or \(1 \frac{5}{12}\) in simplest form</Correct Answer>  
<Incorrect Answer>\(\frac{2}{3} + \frac{3}{4} = \frac{5}{7}\) </Incorrect Answer>  
"
121,121,Believes midpoint in grouped frequency table is found by multiplying midpoint by frequency,"<Construct Name>Calculate Mean from a Grouped Frequency Table </Construct Name>  
<Subject Name>Statistics </Subject Name>  
<Question>In a survey, the following data represents the number of hours students study each week. Calculate the estimated mean:  
\[\begin{array}{|c|c|}
\hline
\text{Hours Studied (Interval)} & \text{Frequency} \\
\hline
0 - 4 & 8 \\
5 - 9 & 12 \\
10 - 14 & 5 \\
15 - 19 & 3 \\
\hline
\end{array}\]  
To find the estimated mean, add all the values of the midpoint multiplied by frequency and then divide by the total frequency. </Question>  
<Correct Answer>The correct estimated mean is \((4 \times 8 + 7 \times 12 + 12 \times 5 + 17 \times 3) \div 28 \approx 8.61\) hours.</Correct Answer>  
<Incorrect Answer>\(((4 + 7 + 12 + 17) \times (8 + 12 + 5 + 3)) \div 28 = 25\) hours.</Incorrect Answer>  
"
122,122,Thinks they can convert percentages to fractions by writing the percentage value as both the numerator and the denominator,"<Construct Name>Convert percentages to fractions </Construct Name>
<Subject Name>Pre-Algebra </Subject Name>
<Question>How would you write \( 75\% \) as a fraction in its simplest form? </Question>
<Correct Answer>\(\frac{3}{4}\) </Correct Answer>
<Incorrect Answer>\(\frac{75}{75}\) </Incorrect Answer>
"
123,123,Rounds incorrectly when the nearest 10 is a multiple of 100,"<Construct Name>Round integers to the nearest 10 </Construct Name>  
<Subject Name>Standard Arithmetic Operations </Subject Name>  
<Question>What is \( 3505 \) rounded to the nearest \( 10 \) ? </Question>  
<Correct Answer>\( 3510 \) </Correct Answer>  
<Incorrect Answer>\( 3500 \) </Incorrect Answer>  



<Construct Name>Round integers to the nearest 10 </Construct Name>  
<Subject Name>Estimation Techniques </Subject Name>  
<Question>If a theater has \( 823 \) seats, to the nearest ten, how many seats are there? </Question>  
<Correct Answer>\( 820 \) </Correct Answer>  
<Incorrect Answer>\( 800 \) </Incorrect Answer>  



<Construct Name>Round integers to the nearest 10 </Construct Name>  
<Subject Name>Basic Math Practices </Subject Name>  
<Question>Round \( 145 \) to the nearest \( 10 \). </Question>  
<Correct Answer>\( 150 \) </Correct Answer>  
<Incorrect Answer>\( 100 \) </Incorrect Answer>  
"
124,124,Believes perpendicular bisectors is the term used to describe two lines that are parallel,"<Construct Name>Identify Perpendicular Bisectors </Construct Name>  
<Subject Name>Geometry </Subject Name>  
<Question>Line \( AB \) is perpendicular to line \( CD \). If line \( EF \) is parallel to line \( CD \), what can be said about line \( EF \) and line \( AB \)? </Question>  
<Correct Answer>Line \( EF \) is also perpendicular to line \( AB \). </Correct Answer>  
<Incorrect Answer>Line \( EF \) is a perpendicular bisector to line \( AB \). </Incorrect Answer>  
"
125,125,Thinks the division sign means to add,"<Construct Name>Simple Division Problems</Construct Name>  
<Subject Name>Basic Arithmetic</Subject Name>  
<Question>What is \( 24 \div 4 \) ?</Question>  
<Correct Answer>\( 6 \)</Correct Answer>  
<Incorrect Answer>\( 28 \)</Incorrect Answer>  

Misconception: Thinks the division sign means to add  
You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems. Please try to speculate on what kind of math problems the students might be working on when they make such misunderstandings. You need to speculate on the Construct Name and the Subject Name of the problem where this misunderstanding arises, and then write out a possible math problem that could lead to the above misunderstanding. Next, you should provide the correct answer to the problem as well as the incorrect answer resulting from this misunderstanding. Each output field must be between <tag> INSERT TEXT HERE </tag>. Output:
"
126,126,Multiplies rather than adds when given the command word 'more',"<Construct Name>Find 1,000 more than a given number </Construct Name>  
<Subject Name>Place Value </Subject Name>  
<Question>What number is \( 1,000 \) more than \( 45,768 \) ? </Question>  
<Correct Answer>\( 46,768 \) </Correct Answer>  
<Incorrect Answer>\( 4,576,800 \) </Incorrect Answer>  

Misconception: Multiplies rather than adds when given the command word 'more'

You are a Mathematics teacher. The above misconception is common errors made by students when solving math problems. 
Please try to speculate on what kind of math problems the students might be working on when they make such 
misunderstandings. You need to speculate on the Construct Name and the Subject Name of the problem where this 
misunderstanding arises, and then write out a possible math problem that could lead to the above misunderstanding. 
Next, you should provide the correct answer to the problem as well as the incorrect answer resulting from this 
misunderstanding. Each output field must be between <tag> INSERT TEXT HERE </tag>. Output:
"
127,127,Thinks the fraction to decimal conversion button on a calculator can be used to raise to a power,"<Construct Name>Exponents and Powers</Construct Name>

<Subject Name>Basic Calculator Use</Subject Name>

<Question>Calculate \(3^4\) using your calculator. Which button do you need to press to perform this operation?</Question>

<Correct Answer>Type 3, then press the button with the symbol \( x^{\square} \) (usually shown as 'EXP' or '^'), then type 4, and press '=' to get the result of 81.</Correct Answer>

<Incorrect Answer>Type 3, then press the button with the symbol \( S \Leftrightarrow D \) (typically used for switching between fraction and decimal), then type 4, expecting somehow to obtain the result of 81.</Incorrect Answer>
"
128,128,Does not understand how to read both x and y coordinates,"<Construct Name>Identify the coordinates of a point on the Cartesian plane </Construct Name>  
<Subject Name>Understanding Coordinates and Plotting Points </Subject Name>  
<Question>Given the point P(7, -2) on the Cartesian plane, what are its x and y coordinates? </Question>  
<Correct Answer>The x-coordinate is 7 and the y-coordinate is -2. </Correct Answer>  
<Incorrect Answer>The x-coordinate is 7 and the y-coordinate is 2. </Incorrect Answer>  
"
129,129,Believes they can change only one side of a ratio and it will remain equivalent,"<Construct Name>Simplifying Ratios </Construct Name>  
<Subject Name>Understanding Proportional Relationships </Subject Name>  
<Question>If the ratio of apples to oranges is 4:5, and you want to maintain the same ratio but have 8 apples, what should be the number of oranges?</Question>  
<Correct Answer>10 </Correct Answer>  
<Incorrect Answer>5 </Incorrect Answer>  
"
130,130,"Believes that for a line written in the form ax + by = c, a is the gradient","<Construct Name>Find the gradient of a line written in the form ax + by = c </Construct Name>  
<Subject Name>Finding the Gradient and Intercept of a Line from the Equation </Subject Name>  
<Question>A line has equation \( 6 x + 4 y = 8 \)  
What is its gradient? </Question>  
<Correct Answer>\( -\frac{6}{4} \) or simplified to \( -\frac{3}{2} \) </Correct Answer>  
<Incorrect Answer>\( 6 \) </Incorrect Answer>  
"
131,131,Does not think a number can be a factor of itself,"<Construct Name>Identify factors of a number </Construct Name>  
<Subject Name>Factors and Highest Common Factor </Subject Name>  
<Question>Which of these is not a factor of \( 15 \) ? </Question>  
<Correct Answer>Thirty </Correct Answer>  
<Incorrect Answer>Fifteen </Incorrect Answer>

<Construct Name>Identify factors of a number </Construct Name>  
<Subject Name>Factors and Highest Common Factor </Subject Name>  
<Question>Identify all the factors of \( 9 \). </Question>  
<Correct Answer>\( 1, 3, 9 \) </Correct Answer>  
<Incorrect Answer>\( 1, 3 \) </Incorrect Answer>

<Construct Name>Identify factors of a number </Construct Name>  
<Subject Name>Factors and Highest Common Factor </Subject Name>  
<Question>Determine a number for which \( 1, 2, 3, 6 \) are all factors.</Question>  
<Correct Answer>\( 6 \) </Correct Answer>  
<Incorrect Answer>\( 12 \) </Incorrect Answer>

<Construct Name>Identify factors of a number </Construct Name>  
<Subject Name>Factors and Highest Common Factor </Subject Name>  
<Question>Which of these numbers is a factor of \( 20 \) ?</Question>  
<Correct Answer>Twenty </Correct Answer>  
<Incorrect Answer>None of them </Incorrect Answer>
"
132,132,Only considers the positive solution when calculating a square root,"<Construct Name>Solve quadratic equations using balancing </Construct Name>  
<Subject Name>Quadratic Equations </Subject Name>  
<Question>A student wishes to solve the equation below.

Which of the following is a correct next step?  
\(  
(m+2)^{2}-36=0  
\)  

Step \( 1 \)  
\(  
(m+2)^{2}=36  
\) </Question>  
<Correct Answer>\( m+2= \pm 6 \) </Correct Answer>  
<Incorrect Answer>\( m+2=6 \) </Incorrect Answer>  
"
133,133,Believes dividing by a unit fraction is equivalent to dividing by its reciprocal,"<Construct Name>Solve Equations Involving Fractions and Algebraic Expressions</Construct Name>  
<Subject Name>Arithmetic and Algebra</Subject Name>  
<Question>Solve for \( x \) in the equation: \(\frac{x}{\frac{1}{5}} = 10\)</Question>  
<Correct Answer>\( x = 2 \)</Correct Answer>  
<Incorrect Answer>\( x = 50 \)</Incorrect Answer>  

Explanation: In this situation, students might mistakenly divide by the reciprocal of the unit fraction instead of multiplying by the fraction itself, leading to the incorrect answer.
"
134,134,Misreads scale,"<Construct Name>Reading and interpreting scales on a map</Construct Name>  
<Subject Name>Geometry and Measurement</Subject Name>  
<Question>Look at the scale provided on the map. If the distance between City A and City B is represented by a line segment measuring 7 cm on the map, what is the actual distance between the two cities? The map scale is 1 cm : 10 km.</Question>  
<Correct Answer>70 km</Correct Answer>  
<Incorrect Answer>10 km</Incorrect Answer>  

Misinterpretation often occurs when students confuse the scale ratio as a direct measurement instead of applying the proportional relationship. In this scenario, the student might have mistakenly believed that each centimeter represents 1 km rather than the correct 10 km.
"
135,135,Thinks the value of an exterior angle is 360 degrees,"<Construct Name>Properties of Polygons</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>In a regular polygon, the measure of each exterior angle is required to be found. Assume the polygon is a regular pentagon.</Question>  
<Correct Answer>The measure of each exterior angle of a regular polygon is found by dividing 360 degrees by the number of sides. So, for a regular pentagon: \( \frac{360}{5} = 72 \) degrees.</Correct Answer>  
<Incorrect Answer>Incorrect understanding might lead the student to claim the exterior angle itself is always 360 degrees, which is a misunderstanding of its calculation process.</Incorrect Answer>  
"
